orig_airport,dest_airport,total_passengers,orig_lon,orig_lat,dest_lon,dest_lat,orig_state,dest_state,orig_city,dest_city
MAF,IAH,78990,-102.2020034790039,31.9424991607666,-95.34140014648438,29.98439979553223,TX,TX,Midland,Houston
MAF,HOU,55252,-102.2020034790039,31.9424991607666,-95.27890015,29.64539909,TX,TX,Midland,Houston
GRK,IAH,44947,-97.8289031982,31.067199706999997,-95.34140014648438,29.98439979553223,TX,TX,Killeen,Houston
OAK,HOU,73135,-122.221001,37.721298,-95.27890015,29.64539909,CA,TX,Oakland,Houston
JAN,HOU,126945,-90.0758972168,32.3111991882,-95.27890015,29.64539909,MS,TX,Jackson,Houston
JAN,IAH,71859,-90.0758972168,32.3111991882,-95.34140014648438,29.98439979553223,MS,TX,Jackson,Houston
MEM,HOU,825,-89.97669982910156,35.04240036010742,-95.27890015,29.64539909,TN,TX,Memphis,Houston
MAF,EFD,65,-102.2020034790039,31.9424991607666,-95.15879821780001,29.6072998047,TX,TX,Midland,Houston
LBB,IAH,58675,-101.822998,33.663601,-95.34140014648438,29.98439979553223,TX,TX,Lubbock,Houston
SFB,IAH,341,-81.23750305175781,28.7775993347168,-95.34140014648438,29.98439979553223,FL,TX,Orlando,Houston
IAH,HOU,350,-95.34140014648438,29.98439979553223,-95.27890015,29.64539909,TX,TX,Houston,Houston
MEM,EFD,27,-89.97669982910156,35.04240036010742,-95.15879821780001,29.6072998047,TN,TX,Memphis,Houston
SFB,HOU,172,-81.23750305175781,28.7775993347168,-95.27890015,29.64539909,FL,TX,Orlando,Houston
LBB,HOU,212,-101.822998,33.663601,-95.27890015,29.64539909,TX,TX,Lubbock,Houston
MCO,EFD,43,-81.30899810791016,28.429399490356445,-95.15879821780001,29.6072998047,FL,TX,Orlando,Houston
HOU,HOU,147,-95.27890015,29.64539909,-95.27890015,29.64539909,TX,TX,Houston,Houston
ISO,IAH,151,-77.60880279540002,35.331401825,-95.34140014648438,29.98439979553223,NC,TX,Kinston,Houston
OAK,IAH,88321,-122.221001,37.721298,-95.34140014648438,29.98439979553223,CA,TX,Oakland,Houston
LAN,HOU,698,-84.58740234375,42.77870178222656,-95.27890015,29.64539909,MI,TX,Lansing,Houston
CMH,IAH,108657,-82.891899,39.998001,-95.34140014648438,29.98439979553223,OH,TX,Columbus,Houston
HNL,IAH,159339,-157.924228,21.32062,-95.34140014648438,29.98439979553223,HI,TX,Honolulu,Houston
MTJ,IAH,15047,-107.89399719200001,38.5097999573,-95.34140014648438,29.98439979553223,CO,TX,Montrose,Houston
BDL,IAH,11872,-72.68319702149999,41.9388999939,-95.34140014648438,29.98439979553223,CT,TX,Hartford,Houston
GPT,IAH,63219,-89.07009887695312,30.40730094909668,-95.34140014648438,29.98439979553223,MS,TX,Gulfport,Houston
GPT,HOU,632,-89.07009887695312,30.40730094909668,-95.27890015,29.64539909,MS,TX,Gulfport,Houston
GPT,EFD,58,-89.07009887695312,30.40730094909668,-95.15879821780001,29.6072998047,MS,TX,Gulfport,Houston
LAS,IAH,427584,-115.1520004,36.08010101,-95.34140014648438,29.98439979553223,NV,TX,Las Vegas,Houston
LAS,HOU,158631,-115.1520004,36.08010101,-95.27890015,29.64539909,NV,TX,Las Vegas,Houston
LEX,IAH,21639,-84.60590362548828,38.0364990234375,-95.34140014648438,29.98439979553223,KY,TX,Lexington,Houston
MKE,IAH,68213,-87.89659881591797,42.94720077514648,-95.34140014648438,29.98439979553223,WI,TX,Milwaukee,Houston
MKE,EFD,45,-87.89659881591797,42.94720077514648,-95.15879821780001,29.6072998047,WI,TX,Milwaukee,Houston
PNS,IAH,73005,-87.1866,30.4734,-95.34140014648438,29.98439979553223,FL,TX,Pensacola,Houston
PNS,EFD,30,-87.1866,30.4734,-95.15879821780001,29.6072998047,FL,TX,Pensacola,Houston
PNS,HOU,28,-87.1866,30.4734,-95.27890015,29.64539909,FL,TX,Pensacola,Houston
SAN,IAH,319575,-117.190002441,32.7336006165,-95.34140014648438,29.98439979553223,CA,TX,San Diego,Houston
SAN,HOU,45611,-117.190002441,32.7336006165,-95.27890015,29.64539909,CA,TX,San Diego,Houston
MHK,IAH,145,-96.6707992553711,39.14099884033203,-95.34140014648438,29.98439979553223,KS,TX,Manhattan,Houston
SNA,IAH,191280,-117.8679962,33.67570114,-95.34140014648438,29.98439979553223,CA,TX,Santa Ana,Houston
BNA,HOU,136271,-86.6781997680664,36.1245002746582,-95.27890015,29.64539909,TN,TX,Nashville,Houston
BNA,IAH,105119,-86.6781997680664,36.1245002746582,-95.34140014648438,29.98439979553223,TN,TX,Nashville,Houston
BNA,EFD,99,-86.6781997680664,36.1245002746582,-95.15879821780001,29.6072998047,TN,TX,Nashville,Houston
PIT,IAH,121770,-80.23290253,40.49150085,-95.34140014648438,29.98439979553223,PA,TX,Pittsburgh,Houston
PIT,HOU,161,-80.23290253,40.49150085,-95.27890015,29.64539909,PA,TX,Pittsburgh,Houston
STL,HOU,123176,-90.370003,38.748697,-95.27890015,29.64539909,MO,TX,St. Louis,Houston
CVG,IAH,83086,-84.6678009033,39.0488014221,-95.34140014648438,29.98439979553223,OH,TX,Cincinnati,Houston
AEX,IAH,44293,-92.54979705810548,31.32740020751953,-95.34140014648438,29.98439979553223,LA,TX,Alexandria,Houston
CHS,IAH,39058,-80.04049683,32.89860153,-95.34140014648438,29.98439979553223,SC,TX,Charleston,Houston
GSP,IAH,31108,-82.2189025879,34.895698547399995,-95.34140014648438,29.98439979553223,SC,TX,Greenville,Houston
CRW,IAH,17991,-81.59320068359375,38.37310028076172,-95.34140014648438,29.98439979553223,WV,TX,Charleston,Houston
GSO,HOU,58,-79.93730163574219,36.097801208496094,-95.27890015,29.64539909,NC,TX,Greensboro,Houston
MGM,IAH,12735,-86.39399719,32.30059814,-95.34140014648438,29.98439979553223,AL,TX,Montgomery,Houston
STL,IAH,88607,-90.370003,38.748697,-95.34140014648438,29.98439979553223,MO,TX,St. Louis,Houston
GSO,IAH,40974,-79.93730163574219,36.097801208496094,-95.34140014648438,29.98439979553223,NC,TX,Greensboro,Houston
HSV,IAH,34890,-86.775100708008,34.637199401855,-95.34140014648438,29.98439979553223,AL,TX,Huntsville,Houston
DSM,IAH,24640,-93.66310119628906,41.53400039672852,-95.34140014648438,29.98439979553223,IA,TX,Des Moines,Houston
STL,EFD,104,-90.370003,38.748697,-95.15879821780001,29.6072998047,MO,TX,St. Louis,Houston
BHM,IAH,97245,-86.75350189,33.56290054,-95.34140014648438,29.98439979553223,AL,TX,Birmingham,Houston
BHM,HOU,59908,-86.75350189,33.56290054,-95.27890015,29.64539909,AL,TX,Birmingham,Houston
BHM,EFD,50,-86.75350189,33.56290054,-95.15879821780001,29.6072998047,AL,TX,Birmingham,Houston
GSO,EFD,41,-79.93730163574219,36.097801208496094,-95.15879821780001,29.6072998047,NC,TX,Greensboro,Houston
CVG,HOU,276,-84.6678009033,39.0488014221,-95.27890015,29.64539909,OH,TX,Cincinnati,Houston
GSP,EFD,31,-82.2189025879,34.895698547399995,-95.15879821780001,29.6072998047,SC,TX,Greenville,Houston
PGV,HOU,28,-77.38529968,35.6352005,-95.27890015,29.64539909,NC,TX,Greenville,Houston
CHS,HOU,40,-80.04049683,32.89860153,-95.27890015,29.64539909,SC,TX,Charleston,Houston
IAH,JAN,71086,-95.34140014648438,29.98439979553223,-90.0758972168,32.3111991882,TX,MS,Houston,Jackson
MCO,JAN,33804,-81.30899810791016,28.429399490356445,-90.0758972168,32.3111991882,FL,MS,Orlando,Jackson
HOU,JAN,125259,-95.27890015,29.64539909,-90.0758972168,32.3111991882,TX,MS,Houston,Jackson
MEM,JAN,42852,-89.97669982910156,35.04240036010742,-90.0758972168,32.3111991882,TN,MS,Memphis,Jackson
MAF,JAN,1,-102.2020034790039,31.9424991607666,-90.0758972168,32.3111991882,TX,MS,Midland,Jackson
GPT,JAN,55,-89.07009887695312,30.40730094909668,-90.0758972168,32.3111991882,MS,MS,Gulfport,Jackson
CMH,JAN,1,-82.891899,39.998001,-90.0758972168,32.3111991882,OH,MS,Columbus,Jackson
SEA,JAN,143,-122.308998,47.449001,-90.0758972168,32.3111991882,WA,MS,Seattle,Jackson
PHX,JAN,282,-112.01200103759766,33.43429946899414,-90.0758972168,32.3111991882,AZ,MS,Phoenix,Jackson
GTR,JAN,52,-88.59140014649998,33.450298309299995,-90.0758972168,32.3111991882,MS,MS,Columbus,Jackson
RDU,JAN,43,-78.7874984741211,35.877601623535156,-90.0758972168,32.3111991882,NC,MS,Raleigh,Jackson
SHV,JAN,50,-93.8256,32.446602,-90.0758972168,32.3111991882,LA,MS,Shreveport,Jackson
DCA,JAN,7824,-77.037697,38.8521,-90.0758972168,32.3111991882,DC,MS,Washington,Jackson
IAD,JAN,91,-77.45580292,38.94449997,-90.0758972168,32.3111991882,DC,MS,Washington,Jackson
LIT,JAN,83,-92.22429656979999,34.729400634799994,-90.0758972168,32.3111991882,AR,MS,Little Rock,Jackson
BTR,JAN,88,-91.149597,30.533199,-90.0758972168,32.3111991882,LA,MS,Baton Rouge,Jackson
SAT,JAN,72,-98.469803,29.533701,-90.0758972168,32.3111991882,TX,MS,San Antonio,Jackson
MSY,JAN,58,-90.25800323486328,29.99340057373047,-90.0758972168,32.3111991882,LA,MS,New Orleans,Jackson
MSP,JAN,74,-93.221802,44.882,-90.0758972168,32.3111991882,MN,MS,Minneapolis,Jackson
LAX,JAN,215,-118.407997,33.942501,-90.0758972168,32.3111991882,CA,MS,Los Angeles,Jackson
GRR,JAN,48,-85.52279663,42.88079834,-90.0758972168,32.3111991882,MI,MS,Grand Rapids,Jackson
TLH,JAN,40,-84.35030364990234,30.396499633789066,-90.0758972168,32.3111991882,FL,MS,Tallahassee,Jackson
EWR,JAN,4211,-74.168701171875,40.69250106811523,-90.0758972168,32.3111991882,NJ,MS,Newark,Jackson
OMA,JAN,118,-95.894096,41.3032,-90.0758972168,32.3111991882,NE,MS,Omaha,Jackson
TPA,JAN,129,-82.533203125,27.975500106811523,-90.0758972168,32.3111991882,FL,MS,Tampa,Jackson
RNO,JAN,361,-119.76799774169922,39.49909973144531,-90.0758972168,32.3111991882,NV,MS,Reno,Jackson
AUS,JAN,38,-97.6698989868164,30.194499969482425,-90.0758972168,32.3111991882,TX,MS,Austin,Jackson
DFW,JAN,96549,-97.038002,32.896801,-90.0758972168,32.3111991882,TX,MS,Dallas,Jackson
MOB,JAN,119,-88.242797851562,30.691200256348,-90.0758972168,32.3111991882,AL,MS,Mobile,Jackson
DAL,JAN,255,-96.851799,32.847099,-90.0758972168,32.3111991882,TX,MS,Dallas,Jackson
MLU,JAN,45,-92.0376968383789,32.51089859008789,-90.0758972168,32.3111991882,LA,MS,Monroe,Jackson
JAX,JAN,171,-81.68789672851562,30.49410057067871,-90.0758972168,32.3111991882,FL,MS,Jacksonville,Jackson
LCH,JAN,49,-93.22329711914062,30.12610054016113,-90.0758972168,32.3111991882,LA,MS,Lake Charles,Jackson
OKC,JAN,47,-97.60070037841795,35.39310073852539,-90.0758972168,32.3111991882,OK,MS,Oklahoma City,Jackson
DTW,JAN,25920,-83.35340118408203,42.212398529052734,-90.0758972168,32.3111991882,MI,MS,Detroit,Jackson
MDW,JAN,45572,-87.752403,41.785999,-90.0758972168,32.3111991882,IL,MS,Chicago,Jackson
ORD,JAN,7210,-87.9048,41.9786,-90.0758972168,32.3111991882,IL,MS,Chicago,Jackson
ELP,JAN,165,-106.37799840000002,31.80719948,-90.0758972168,32.3111991882,TX,MS,El Paso,Jackson
ATL,JAN,170894,-84.428101,33.6367,-90.0758972168,32.3111991882,GA,MS,Atlanta,Jackson
BWI,JAN,53318,-76.668297,39.1754,-90.0758972168,32.3111991882,MD,MS,Baltimore,Jackson
CLT,JAN,32604,-80.94309997558594,35.2140007019043,-90.0758972168,32.3111991882,NC,MS,Charlotte,Jackson
CLE,JAN,90,-81.8498001099,41.411701202399996,-90.0758972168,32.3111991882,OH,MS,Cleveland,Jackson
RIC,JAN,49,-77.3197021484375,37.50519943237305,-90.0758972168,32.3111991882,VA,MS,Richmond,Jackson
SAV,JAN,26,-81.20210266,32.12760162,-90.0758972168,32.3111991882,GA,MS,Savannah,Jackson
LAS,JAN,400,-115.1520004,36.08010101,-90.0758972168,32.3111991882,NV,MS,Las Vegas,Jackson
PNS,JAN,44,-87.1866,30.4734,-90.0758972168,32.3111991882,FL,MS,Pensacola,Jackson
CVG,JAN,4553,-84.6678009033,39.0488014221,-90.0758972168,32.3111991882,OH,MS,Cincinnati,Jackson
BHM,JAN,148,-86.75350189,33.56290054,-90.0758972168,32.3111991882,AL,MS,Birmingham,Jackson
STL,JAN,408,-90.370003,38.748697,-90.0758972168,32.3111991882,MO,MS,St. Louis,Jackson
GSO,JAN,43,-79.93730163574219,36.097801208496094,-90.0758972168,32.3111991882,NC,MS,Greensboro,Jackson
PIT,JAN,105,-80.23290253,40.49150085,-90.0758972168,32.3111991882,PA,MS,Pittsburgh,Jackson
ATL,MKL,37,-84.428101,33.6367,-88.915604,35.599899,GA,TN,Atlanta,Jackson
IAH,MKL,47,-95.34140014648438,29.98439979553223,-88.915604,35.599899,TX,TN,Houston,Jackson
PIT,MKL,41,-80.23290253,40.49150085,-88.915604,35.599899,PA,TN,Pittsburgh,Jackson
LAX,JAC,928,-118.407997,33.942501,-110.73799896240234,43.6072998046875,CA,WY,Los Angeles,Jackson
MSP,JAC,10469,-93.221802,44.882,-110.73799896240234,43.6072998046875,MN,WY,Minneapolis,Jackson
IDA,JAC,133,-112.070999,43.514599,-110.73799896240234,43.6072998046875,ID,WY,Idaho Falls,Jackson
CVG,JAC,1494,-84.6678009033,39.0488014221,-110.73799896240234,43.6072998046875,OH,WY,Cincinnati,Jackson
SLC,JAC,84462,-111.97799682617188,40.78839874267578,-110.73799896240234,43.6072998046875,UT,WY,Salt Lake City,Jackson
ATL,JAC,15924,-84.428101,33.6367,-110.73799896240234,43.6072998046875,GA,WY,Atlanta,Jackson
ORD,JAC,52718,-87.9048,41.9786,-110.73799896240234,43.6072998046875,IL,WY,Chicago,Jackson
DFW,JAC,29229,-97.038002,32.896801,-110.73799896240234,43.6072998046875,TX,WY,Dallas,Jackson
SCF,JAC,2,-111.91100311279,33.622898101806996,-110.73799896240234,43.6072998046875,AZ,WY,Phoenix,Jackson
BIL,JAC,58,-108.54299926757812,45.807701110839844,-110.73799896240234,43.6072998046875,MT,WY,Billings,Jackson
PDX,OGG,76815,-122.5979996,45.58869934,-156.429993,20.8986,OR,HI,Portland,Kahului
ANC,OGG,3429,-149.99600219726562,61.174400329589844,-156.429993,20.8986,AK,HI,Anchorage,Kahului
DFW,OGG,69736,-97.038002,32.896801,-156.429993,20.8986,TX,HI,Dallas,Kahului
DAL,OGG,102,-96.851799,32.847099,-156.429993,20.8986,TX,HI,Dallas,Kahului
TPA,OGG,11,-82.533203125,27.975500106811523,-156.429993,20.8986,FL,HI,Tampa,Kahului
ITO,OGG,51250,-155.04800415039062,19.721399307250977,-156.429993,20.8986,HI,HI,Hilo,Kahului
ORD,OGG,60972,-87.9048,41.9786,-156.429993,20.8986,IL,HI,Chicago,Kahului
ATL,OGG,12,-84.428101,33.6367,-156.429993,20.8986,GA,HI,Atlanta,Kahului
SLC,OGG,44496,-111.97799682617188,40.78839874267578,-156.429993,20.8986,UT,HI,Salt Lake City,Kahului
SFO,OGG,193291,-122.375,37.61899948120117,-156.429993,20.8986,CA,HI,San Francisco,Kahului
SAN,OGG,53800,-117.190002441,32.7336006165,-156.429993,20.8986,CA,HI,San Diego,Kahului
LAS,OGG,13870,-115.1520004,36.08010101,-156.429993,20.8986,NV,HI,Las Vegas,Kahului
SNA,OGG,7648,-117.8679962,33.67570114,-156.429993,20.8986,CA,HI,Santa Ana,Kahului
HNL,OGG,1079287,-157.924228,21.32062,-156.429993,20.8986,HI,HI,Honolulu,Kahului
OAK,OGG,25121,-122.221001,37.721298,-156.429993,20.8986,CA,HI,Oakland,Kahului
SEA,OGG,175758,-122.308998,47.449001,-156.429993,20.8986,WA,HI,Seattle,Kahului
PHX,OGG,102978,-112.01200103759766,33.43429946899414,-156.429993,20.8986,AZ,HI,Phoenix,Kahului
LAX,OGG,380972,-118.407997,33.942501,-156.429993,20.8986,CA,HI,Los Angeles,Kahului
SMF,OGG,12187,-121.59100341796876,38.69540023803711,-156.429993,20.8986,CA,HI,Sacramento,Kahului
SLN,EAR,7,-97.6521987915039,38.79100036621094,-99.00679779,40.72700119,KS,NE,Salina,Kearney
MHK,EAR,3,-96.6707992553711,39.14099884033203,-99.00679779,40.72700119,KS,NE,Manhattan,Kearney
ELP,EAR,70,-106.37799840000002,31.80719948,-99.00679779,40.72700119,TX,NE,El Paso,Kearney
LBF,EAR,463,-100.6839981,41.12620163,-99.00679779,40.72700119,NE,NE,North Platte,Kearney
SLC,GRK,592,-111.97799682617188,40.78839874267578,-97.8289031982,31.067199706999997,UT,TX,Salt Lake City,Killeen
RNO,GRK,202,-119.76799774169922,39.49909973144531,-97.8289031982,31.067199706999997,NV,TX,Reno,Killeen
FNT,GRK,95,-83.74359893798828,42.96540069580078,-97.8289031982,31.067199706999997,MI,TX,Flint,Killeen
AUS,GRK,146,-97.6698989868164,30.194499969482425,-97.8289031982,31.067199706999997,TX,TX,Austin,Killeen
CAK,GRK,153,-81.44219970703125,40.916099548339844,-97.8289031982,31.067199706999997,OH,TX,Akron,Killeen
OMA,GRK,45,-95.894096,41.3032,-97.8289031982,31.067199706999997,NE,TX,Omaha,Killeen
TCM,GRK,188,-122.475997925,47.1376991272,-97.8289031982,31.067199706999997,WA,TX,Tacoma,Killeen
TOL,GRK,287,-83.80780029,41.58679962,-97.8289031982,31.067199706999997,OH,TX,Toledo,Killeen
DFW,GRK,121768,-97.038002,32.896801,-97.8289031982,31.067199706999997,TX,TX,Dallas,Killeen
FFO,GRK,122,-84.04830169680001,39.8260993958,-97.8289031982,31.067199706999997,OH,TX,Dayton,Killeen
LRD,GRK,44,-99.46160125732422,27.543800354003906,-97.8289031982,31.067199706999997,TX,TX,Laredo,Killeen
TYS,GRK,50,-83.99400329999997,35.81100082,-97.8289031982,31.067199706999997,TN,TX,Knoxville,Killeen
LGA,GRK,72,-73.87259674,40.77719879,-97.8289031982,31.067199706999997,NY,TX,New York,Killeen
ATL,GRK,22559,-84.428101,33.6367,-97.8289031982,31.067199706999997,GA,TX,Atlanta,Killeen
IAH,GRK,45644,-95.34140014648438,29.98439979553223,-97.8289031982,31.067199706999997,TX,TX,Houston,Killeen
DTW,GRK,98,-83.35340118408203,42.212398529052734,-97.8289031982,31.067199706999997,MI,TX,Detroit,Killeen
CMH,GRK,46,-82.891899,39.998001,-97.8289031982,31.067199706999997,OH,TX,Columbus,Killeen
MAF,GRK,45,-102.2020034790039,31.9424991607666,-97.8289031982,31.067199706999997,TX,TX,Midland,Killeen
JAN,GRK,49,-90.0758972168,32.3111991882,-97.8289031982,31.067199706999997,MS,TX,Jackson,Killeen
MFR,GRK,123,-122.8730010986328,42.37419891357422,-97.8289031982,31.067199706999997,OR,TX,Medford,Killeen
MCO,GRK,114,-81.30899810791016,28.429399490356445,-97.8289031982,31.067199706999997,FL,TX,Orlando,Killeen
MSN,GRK,88,-89.3375015258789,43.13990020751953,-97.8289031982,31.067199706999997,WI,TX,Madison,Killeen
HOU,GRK,45,-95.27890015,29.64539909,-97.8289031982,31.067199706999997,TX,TX,Houston,Killeen
CAE,GRK,40,-81.11949920654297,33.93880081176758,-97.8289031982,31.067199706999997,SC,TX,Columbia,Killeen
BTR,GRK,43,-91.149597,30.533199,-97.8289031982,31.067199706999997,LA,TX,Baton Rouge,Killeen
GSP,GRK,45,-82.2189025879,34.895698547399995,-97.8289031982,31.067199706999997,SC,TX,Greenville,Killeen
CHS,GRK,36,-80.04049683,32.89860153,-97.8289031982,31.067199706999997,SC,TX,Charleston,Killeen
HSV,GRK,45,-86.775100708008,34.637199401855,-97.8289031982,31.067199706999997,AL,TX,Huntsville,Killeen
AEX,GRK,124,-92.54979705810548,31.32740020751953,-97.8289031982,31.067199706999997,LA,TX,Alexandria,Killeen
PNS,GRK,44,-87.1866,30.4734,-97.8289031982,31.067199706999997,FL,TX,Pensacola,Killeen
PIT,GRK,218,-80.23290253,40.49150085,-97.8289031982,31.067199706999997,PA,TX,Pittsburgh,Killeen
ELP,ISO,130,-106.37799840000002,31.80719948,-77.60880279540002,35.331401825,TX,NC,El Paso,Kinston
IAH,ISO,146,-95.34140014648438,29.98439979553223,-77.60880279540002,35.331401825,TX,NC,Houston,Kinston
ACY,ISO,1600,-74.57720184326172,39.45759963989258,-77.60880279540002,35.331401825,NJ,NC,Atlantic City,Kinston
SFB,ISO,3235,-81.23750305175781,28.7775993347168,-77.60880279540002,35.331401825,FL,NC,Orlando,Kinston
MCO,ISO,154,-81.30899810791016,28.429399490356445,-77.60880279540002,35.331401825,FL,NC,Orlando,Kinston
RDU,ISO,1001,-78.7874984741211,35.877601623535156,-77.60880279540002,35.331401825,NC,NC,Raleigh,Kinston
TUL,ISO,329,-95.88809967041016,36.19839859008789,-77.60880279540002,35.331401825,OK,NC,Tulsa,Kinston
BHM,ISO,140,-86.75350189,33.56290054,-77.60880279540002,35.331401825,AL,NC,Birmingham,Kinston
FAY,ISO,170,-78.88030242919922,34.991199493408196,-77.60880279540002,35.331401825,NC,NC,Fayetteville,Kinston
HUF,ISO,50,-87.307602,39.4515,-77.60880279540002,35.331401825,IN,NC,Terre Haute,Kinston
POB,ISO,53,-79.014503479004,35.1708984375,-77.60880279540002,35.331401825,NC,NC,Fayetteville,Kinston
PIB,ISO,148,-89.33709716796875,31.467100143432607,-77.60880279540002,35.331401825,MS,NC,Hattiesburg,Kinston
ILM,ISO,31,-77.90260314941406,34.27059936523437,-77.60880279540002,35.331401825,NC,NC,Wilmington,Kinston
MSY,ISO,146,-90.25800323486328,29.99340057373047,-77.60880279540002,35.331401825,LA,NC,New Orleans,Kinston
COS,LAN,79,-104.700996,38.805801,-84.58740234375,42.77870178222656,CO,MI,Colorado Springs,Lansing
FLL,LAN,133,-80.152702,26.072599,-84.58740234375,42.77870178222656,FL,MI,Fort Lauderdale,Lansing
SCE,LAN,278,-77.84870147710002,40.8493003845,-84.58740234375,42.77870178222656,PA,MI,State College,Lansing
TVC,LAN,47,-85.58219909667969,44.74140167236328,-84.58740234375,42.77870178222656,MI,MI,Traverse City,Lansing
ATL,LAN,190,-84.428101,33.6367,-84.58740234375,42.77870178222656,GA,MI,Atlanta,Lansing
DTW,LAN,101083,-83.35340118408203,42.212398529052734,-84.58740234375,42.77870178222656,MI,MI,Detroit,Lansing
ORD,LAN,35460,-87.9048,41.9786,-84.58740234375,42.77870178222656,IL,MI,Chicago,Lansing
MDW,LAN,97,-87.752403,41.785999,-84.58740234375,42.77870178222656,IL,MI,Chicago,Lansing
HOU,LAN,676,-95.27890015,29.64539909,-84.58740234375,42.77870178222656,TX,MI,Houston,Lansing
MSN,LAN,224,-89.3375015258789,43.13990020751953,-84.58740234375,42.77870178222656,WI,MI,Madison,Lansing
SFB,LAN,20402,-81.23750305175781,28.7775993347168,-84.58740234375,42.77870178222656,FL,MI,Orlando,Lansing
RDU,LAN,107,-78.7874984741211,35.877601623535156,-84.58740234375,42.77870178222656,NC,MI,Raleigh,Lansing
CMH,LAN,75,-82.891899,39.998001,-84.58740234375,42.77870178222656,OH,MI,Columbus,Lansing
GPT,LAN,116,-89.07009887695312,30.40730094909668,-84.58740234375,42.77870178222656,MS,MI,Gulfport,Lansing
LCK,LAN,136,-82.927803,39.813801,-84.58740234375,42.77870178222656,OH,MI,Columbus,Lansing
MKE,LAN,36,-87.89659881591797,42.94720077514648,-84.58740234375,42.77870178222656,WI,MI,Milwaukee,Lansing
MQT,LAN,39,-87.39540100100002,46.3535995483,-84.58740234375,42.77870178222656,MI,MI,Marquette,Lansing
BNA,LAN,122,-86.6781997680664,36.1245002746582,-84.58740234375,42.77870178222656,TN,MI,Nashville,Lansing
LAS,LAN,140,-115.1520004,36.08010101,-84.58740234375,42.77870178222656,NV,MI,Las Vegas,Lansing
CVG,LAN,17400,-84.6678009033,39.0488014221,-84.58740234375,42.77870178222656,OH,MI,Cincinnati,Lansing
FWA,LAN,132,-85.19509888,40.97850037,-84.58740234375,42.77870178222656,IN,MI,Fort Wayne,Lansing
BHM,LAN,49,-86.75350189,33.56290054,-84.58740234375,42.77870178222656,AL,MI,Birmingham,Lansing
CID,LAN,256,-91.71080017089844,41.88470077514648,-84.58740234375,42.77870178222656,IA,MI,Cedar Rapids,Lansing
GRR,LAN,2,-85.52279663,42.88079834,-84.58740234375,42.77870178222656,MI,MI,Grand Rapids,Lansing
MSP,LAN,18948,-93.221802,44.882,-84.58740234375,42.77870178222656,MN,MI,Minneapolis,Lansing
SPI,LAN,4,-89.67790222,39.84410095,-84.58740234375,42.77870178222656,IL,MI,Springfield,Lansing
BMG,LAN,72,-86.61669921875,39.14599990844727,-84.58740234375,42.77870178222656,IN,MI,Bloomington,Lansing
SBN,LAN,49,-86.31729888916016,41.70869827270508,-84.58740234375,42.77870178222656,IN,MI,South Bend,Lansing
DCA,LAN,50,-77.037697,38.8521,-84.58740234375,42.77870178222656,DC,MI,Washington,Lansing
IAD,LAN,37,-77.45580292,38.94449997,-84.58740234375,42.77870178222656,DC,MI,Washington,Lansing
SYR,LAN,39,-76.1063003540039,43.11119842529297,-84.58740234375,42.77870178222656,NY,MI,Syracuse,Lansing
LAF,LAN,151,-86.93689727783203,40.41230010986328,-84.58740234375,42.77870178222656,IN,MI,Lafayette,Lansing
CMI,LAN,139,-88.27809906,40.03919983,-84.58740234375,42.77870178222656,IL,MI,Champaign,Lansing
BWI,LAN,6,-76.668297,39.1754,-84.58740234375,42.77870178222656,MD,MI,Baltimore,Lansing
RNO,LAN,147,-119.76799774169922,39.49909973144531,-84.58740234375,42.77870178222656,NV,MI,Reno,Lansing
PVU,LAR,127,-111.72299957275,40.219200134277,-105.6750030517578,41.31209945678711,UT,WY,Provo,Laramie
FAR,LAR,114,-96.81580352783205,46.92070007324219,-105.6750030517578,41.31209945678711,ND,WY,Fargo,Laramie
CPR,LAR,56,-106.463997,42.908001,-105.6750030517578,41.31209945678711,WY,WY,Casper,Laramie
LAS,LAR,121,-115.1520004,36.08010101,-105.6750030517578,41.31209945678711,NV,WY,Las Vegas,Laramie
SAN,LAR,124,-117.190002441,32.7336006165,-105.6750030517578,41.31209945678711,CA,WY,San Diego,Laramie
RIW,LAR,34,-108.459999084,43.064201355,-105.6750030517578,41.31209945678711,WY,WY,Riverton,Laramie
TYS,LAR,135,-83.99400329999997,35.81100082,-105.6750030517578,41.31209945678711,TN,WY,Knoxville,Laramie
CYS,LAR,62,-104.8119965,41.15570068,-105.6750030517578,41.31209945678711,WY,WY,Cheyenne,Laramie
MSO,LAR,21,-114.0910034,46.91630173,-105.6750030517578,41.31209945678711,MT,WY,Missoula,Laramie
ABQ,LAR,228,-106.609001,35.040199,-105.6750030517578,41.31209945678711,NM,WY,Albuquerque,Laramie
LBF,LAR,3,-100.6839981,41.12620163,-105.6750030517578,41.31209945678711,NE,WY,North Platte,Laramie
DDC,LBL,1349,-99.9655990600586,37.76340103149414,-100.9599991,37.04420089999999,KS,KS,Dodge City,Liberal
LAS,LBL,125,-115.1520004,36.08010101,-100.9599991,37.04420089999999,NV,KS,Las Vegas,Liberal
GCK,LBL,1351,-100.72399902299999,37.9275016785,-100.9599991,37.04420089999999,KS,KS,Garden City,Liberal
MCI,LBL,14,-94.713898,39.2976,-100.9599991,37.04420089999999,MO,KS,Kansas City,Liberal
PUB,LBL,420,-104.49700164794922,38.289100646972656,-100.9599991,37.04420089999999,CO,KS,Pueblo,Liberal
