l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,name,operator,ref,length_m,r_ohmkm,x_ohmkm,c_nfkm,i_th_max_a,from_relation,wkt_srid_4326
53720,33806,61893,220000,3,2,50,220-kV Grafschaft-West,Amprion,2643,305.502284283001,,,,,"","SRID=4326;LINESTRING(7.30989141435391 52.4647346125235,7.31174589642645 52.4672475154214)"
6634,8746,56187,220000,3,,,Sulcis-Oristano,,22.104,84180.1182170174,,,,,"","SRID=4326;LINESTRING(8.6303425377311 39.8909604128114,8.40360934151776 39.197045517098)"
25626,24138,58017,154000,,,,,,,206.050194226525,,,,,"","SRID=4326;LINESTRING(37.6946138551107 38.7252050979732,37.6947454582998 38.7264983194029)"
34640,31456,1499,,,,,,,,1051.6559225919,,,,,"","SRID=4326;LINESTRING(10.2954501662996 49.8998253131703,10.3032075679357 49.9026636902941)"
51815,36976,33631,380000,6,4,50,,TenneT,3009,29856.6197720324,,,,,"","SRID=4326;LINESTRING(9.74615085631454 50.9168400022101,9.36343709957917 51.0042301985512)"
40321,66208,60078,220000;110000,9,4;1,50,,TenneT;Schleswig-Holstein Netz AG,316A;138,334.563241224776,,,,,"","SRID=4326;LINESTRING(9.77314028520276 53.6950714960581,9.77606340313729 53.6975393850698)"
15814,6594,22666,,3,,,,,,3662.20660068984,,,,,"","SRID=4326;LINESTRING(21.5524807326087 61.575096160459,21.6160654603479 61.5639303713915)"
33176,65315,59200,220000,3,,,,,22.270,152.932277247575,,,,,"","SRID=4326;LINESTRING(10.8460337124804 45.9246429952424,10.84763235436 45.9238165964178)"
21950,43081,57461,220000,3,,50,,,,11672.709135287,,,,,"","SRID=4326;LINESTRING(-0.815947226840798 40.7962430912181,-0.886336878626487 40.7155752123001)"
37099,11967,65845,220000,3,,,220kV Rożki - Niziny,,,36885.7371164953,,,,,"","SRID=4326;LINESTRING(21.0464188585088 51.3380297718583,21.0664718576102 51.0258902127261)"
50402,2932,33466,380000,3;6,4;3,50,535;538 Bad Lauchstädt-Klostermansfeld-Wolmirstedt,50Hertz,,38248.9971099764,,,,,"","SRID=4326;LINESTRING(11.8942662085418 51.4057031779769,11.51618140601 51.5799076051768)"
1465,61973,62569,380000,3,3,,,,21.302,6918.25530344606,,,,,"","SRID=4326;LINESTRING(9.31109855618052 45.5601595828946,9.37688300333541 45.5229901606548)"
19566,8100,23233,225000,3,1,50,,,,236.501991817672,,,,,"","SRID=4326;LINESTRING(2.27916876522317 51.0123426851875,2.27981190168483 51.0159127680231)"
68518,11859,49137,400000,3,,50,,,,29330.7487007589,,,,,"","SRID=4326;LINESTRING(12.2637134927457 57.9156807161049,11.9203692233453 57.7684865765729)"
14214,3124,22411,380000;110000,12,4,50,RWE 4562 Ronsdorf - Bomig,RWE,4562,1235.1399463381,,,,,"","SRID=4326;LINESTRING(7.54225159281716 50.9707809852916,7.52353288747352 50.9721117160119)"
56259,55419,2409,380000;110000;380000,12;6,,50,,,,2879.13542689873,,,,,"","SRID=4326;LINESTRING(9.94999244940044 53.4890392966334,9.90884756824768 53.4880466468098)"
10010,7431,54287,275000,6,,,,,,3064.09166805773,,,,,"","SRID=4326;LINESTRING(-1.3946727351573 53.4011710215608,-1.35129954117702 53.4013829940528)"
22492,57548,23668,380000,3,,50,,Elia,,806.686696173576,,,,,"","SRID=4326;LINESTRING(4.26745385390053 51.3535238692661,4.27223199289676 51.3494848689851)"
6570,62433,22240,220000,3,1,,Владимирская - Цветмет,,,18055.5137000556,,,,,"","SRID=4326;LINESTRING(39.9668765720442 56.1518879091798,40.2108838147545 56.1025072307263)"
46790,52157,67019,,6,1,50,,,,577.771751692806,,,,,"","SRID=4326;LINESTRING(-6.89320867829883 37.1804381835868,-6.89552471476435 37.1838861952209)"
30967,24206,65092,225000,3,1,50,,RTE,,487.421453106985,,,,,"","SRID=4326;LINESTRING(1.73100073155961 48.2687167094877,1.72466230874639 48.268586415425)"
54412,64867,67953,,,,,,,,11851.3626303638,,,,,"","SRID=4326;LINESTRING(10.146716284371 45.6114201124211,10.2586964049336 45.5787199605659)"
54464,45534,67961,330000,3,2,,,"AS ""Augstsprieguma tīkls""",LN 303,50601.4260575664,,,,,"","SRID=4326;LINESTRING(23.7269706253632 56.6272055424015,24.3700152656818 56.8381360739562)"
273,22568,28468,220000,6,,,,,,2802.90214930698,,,,,"","SRID=4326;LINESTRING(36.3756031503935 54.6101125776563,36.3409197982438 54.5951548038872)"
79895,67772,5625,225000,3,,,,RTE,,21402.1602800399,,,,,"","SRID=4326;LINESTRING(4.48685047371938 45.4428686997115,4.71932344513388 45.5427691021147)"
55069,41631,34018,225000,6,,,,RTE,,3554.64072549239,,,,,"","SRID=4326;LINESTRING(2.67471537949693 49.3112226389551,2.71355490262674 49.3261747840886)"
9913,57982,20434,220000,3,,,Treviso Sud - Salgareda,,22.190,19112.9234149398,,,,,"","SRID=4326;LINESTRING(12.2951011565596 45.6140956089627,12.4880592696919 45.7202543427614)"
78251,20563,4654,220000,3;6;3,2,50,"324;319;319, 324;319",50Hertz Transmission,324,54770.1937408965,,,,,"","SRID=4326;LINESTRING(12.9417262052397 52.5621020993505,12.4993660253653 52.4052284426773)"
4702,29100,63067,,,,,,,,27.8477181209639,,,,,"","SRID=4326;LINESTRING(19.2385398676335 49.7842366180652,19.2387358509231 49.7848042503892)"
55560,29875,6942,225000,3,1,,,RTE,,80902.2242842967,,,,,"","SRID=4326;LINESTRING(2.68694015637802 44.7789116810614,2.35666314805813 45.3940449612513)"
76893,20490,4546,220000,6,2,50,"291; 302;291, 302;291, 302",50Hertz,,24646.2007919175,,,,,"","SRID=4326;LINESTRING(13.3041226100962 52.2308385756434,13.4888670204496 52.394095319046)"
3669,67455,21998,,3,,,,,,441.610854429509,,,,,"","SRID=4326;LINESTRING(12.8619283990339 38.0387146570105,12.8565682924954 38.0388506817133)"
80045,65307,5701,225000,3;6,,,,RTE,,8468.68470716947,,,,,"","SRID=4326;LINESTRING(2.63378414607081 47.7261548138974,2.53508930573844 47.7470210396985)"
78466,67691,4776,220000;220000;0;110000;220000;110000,3;6;3;6,,50,"Anlage 313; NWHEI-PULVE;Anlage 313; HOHCK-PULVE;Anlage 313 ; HOHCK-PULVE, NWHEI-PULVE",,,1006.24153677484,,,,,"","SRID=4326;LINESTRING(9.06058043216404 48.9085485005272,9.04543499281662 48.9029620391364)"
72424,44304,51293,400000,3;6;6;6;6;6;6;6;6;6;6,,,2 x 400 kV Krosno Iskrzynia - Lemešany;2 x 400 kV;2 x 400 kV;2 x 400 kV;2 x 400 kV;2 x 400 kV;2 x 400 kV Krosno Iskrzynia - Lemešany;2 x 400 kV;2 x 400 kV;2 x 400 kV,,,15346.1473729421,,,,,"","SRID=4326;LINESTRING(21.8526464260486 49.6882153644544,21.7818920963863 49.607415642952)"
1331,40945,21784,380000,3,3,,,,21.353,37496.2021911239,,,,,"","SRID=4326;LINESTRING(16.6843527563298 40.7311162171057,16.3130606120416 40.5902277899582)"
53243,34006,33781,225000;225000;63000;63000;225000,,,,225 000 volts,RTE,,13653.4376738224,,,,,"","SRID=4326;LINESTRING(6.01849420281828 45.5099621094905,5.91015540325984 45.5909009868909)"
32970,62852,65291,225000,6;3;3;6,1,50,,RTE,,35253.9075969832,,,,,"","SRID=4326;LINESTRING(6.55651863235875 46.2193404605764,6.98262464606035 46.224393416847)"
25298,23651,57968,400000,6,,,,Red Eléctrica de España,,577.689188575113,,,,,"","SRID=4326;LINESTRING(-3.95517835073141 40.6310014151535,-3.96149880723895 40.6321248592316)"
4816,11983,29124,220000,3,,50,,Red Eléctrica de España,,1248.29256763916,,,,,"","SRID=4326;LINESTRING(0.144759824943196 42.4698122650106,0.160307622995389 42.4701774311245)"
3248,63559,28882,220000,3,,,,,,119.534334417472,,,,,"","SRID=4326;LINESTRING(37.4363262022019 55.6295585745861,37.4343417397527 55.629008902045)"
18347,54562,63922,225000,6;3;3,,,,RTE,,23350.6005740701,,,,,"","SRID=4326;LINESTRING(4.92753894165491 45.0190638352999,4.88551048989223 45.2289839081365)"
22381,26616,23654,400000,3,,,,Red Eléctrica de España,,246.148608217404,,,,,"","SRID=4326;LINESTRING(-3.98287035666885 40.6151102145019,-3.98546684716607 40.6140812031447)"
62434,11263,45324,,,,,,,,1346.84300365256,,,,,"","SRID=4326;LINESTRING(25.6420152907668 45.6802122776933,25.6590289016596 45.6815454163769)"
55792,63735,7058,400000;225000,,,,Cubnezais Le Marquis 2;Fléac Le Marquis,RTE,,1274.90003567131,,,,,"","SRID=4326;LINESTRING(-0.541187976792652 45.0214080157852,-0.551246069390695 45.0104367778356)"
12553,40332,54159,220000,3,,,Napoli Levante-Casoria,,22.279,4760.40693496774,,,,,"","SRID=4326;LINESTRING(14.325183614868 40.8758688155035,14.3005640576907 40.909905455527)"
63339,3140,11960,,,,,,,,648.138309736133,,,,,"","SRID=4326;LINESTRING(17.1476244929327 48.1895662232691,17.1464341938878 48.1952683798508)"
36727,4023,25715,,,,,,,,902.589575893331,,,,,"","SRID=4326;LINESTRING(13.0662896312901 46.0483864106488,13.0697922675722 46.0561957730879)"
39813,55537,1782,220000,3,,,DV Pehlin - Divača,,,946.498716890698,,,,,"","SRID=4326;LINESTRING(14.4089446139301 45.3547737371992,14.3986193125566 45.3614305861509)"
66937,32228,14367,220000,6,,,,,,17258.5481570541,,,,,"","SRID=4326;LINESTRING(27.3000920893867 45.7346773051662,27.1583892120982 45.6823503091642)"
30344,39321,58795,,,,,,,,1085.38304918606,,,,,"","SRID=4326;LINESTRING(14.8862421994334 37.5386936340539,14.8751351465943 37.5331727009511)"
32895,13405,25272,,,,,,,,4416.88857491109,,,,,"","SRID=4326;LINESTRING(25.9981792939484 44.923324749482,26.0127803259317 44.8875613083953)"
18773,21134,63969,63000,6;3;3,1,50,,RTE,,10037.492766436,,,,,"","SRID=4326;LINESTRING(5.46252429559704 46.2049298305933,5.55486164725939 46.1975911054445)"
49733,27363,61288,,,,,,,,148.218008717009,,,,,"","SRID=4326;LINESTRING(17.0410616908304 48.1978204849392,17.0403696287355 48.1990833001475)"
5201,10827,29168,220000,3,,,,,,407.032475608181,,,,,"","SRID=4326;LINESTRING(-8.43949087902571 43.1701746233486,-8.43524690097736 43.1725636352661)"
6843,22111,56198,,,,,,,,2370.81204180929,,,,,"","SRID=4326;LINESTRING(-0.903178688029675 47.0569166685351,-0.907509587591676 47.0571442328058)"
80031,29383,5694,400000,3;6;3,2,50,,RTE,,673.091826446409,,,,,"","SRID=4326;LINESTRING(0.972667582544696 47.5657692065263,0.975600344965628 47.5730103513429)"
32926,43179,31294,225000,6,1,,Ligne 225 kV Lonny - Stenay - Landres,,,932.241227143259,,,,,"","SRID=4326;LINESTRING(5.20025531799592 49.5097242470306,5.19400462470438 49.5008035757318)"
32891,25270,25271,,,,,,,,181.760298271022,,,,,"","SRID=4326;LINESTRING(27.0458308652443 44.6277110991692,27.0439665915352 44.6286831751744)"
44428,4568,66717,,,,,,,,4241.33584944518,,,,,"","SRID=4326;LINESTRING(7.56600100025895 60.7889662554684,7.48743534542258 60.7946031839268)"
56776,7259,7660,225000,,,,,RTE,,11868.3265065704,,,,,"","SRID=4326;LINESTRING(0.513458830575795 43.1713560210131,0.392689545706116 43.1131432516511)"
54891,21440,33995,110000,6,1,50,,,,284.743413371789,,,,,"","SRID=4326;LINESTRING(6.75945081040076 52.24862829162,6.7606170728682 52.2445292655628)"
80339,39926,39962,220000,3,,50,Dunstown - Maynooth 220Kv,Eirgrid,,30356.6977139528,,,,,"","SRID=4326;LINESTRING(-6.68805106329442 53.15439306366,-6.60198230956598 53.3485753676267)"
22585,30420,57567,380000;220000,12,4;2,50,380 kV Bürstadt Ltg.; 220 kV Anilin 3c|4d; Roxheim Nord,RWE,4542,7171.12550759354,,,,,"","SRID=4326;LINESTRING(8.39247065668801 49.5677429089957,8.41651945515918 49.629055400899)"
49172,23880,27312,220000,3,1,,Misterbianco-Melilli/2,Terna,22.216,153.509517947371,,,,,"","SRID=4326;LINESTRING(15.1702195901712 37.1258330114767,15.1718466188138 37.1263348057686)"
58565,39377,8843,,,,,,,,2433.04804840109,,,,,"","SRID=4326;LINESTRING(30.4527716304196 59.8334194216541,30.4706201074106 59.8503536838953)"
13281,65267,21249,380000,6,2,50,,swissgrid,21.307;21.308,2865.51205810207,,,,,"","SRID=4326;LINESTRING(10.1348191764112 46.2370997952502,10.1503959646555 46.2131818207852)"
61001,30579,10333,225000,3;6,1,50,,RTE,,1092.25117767075,,,,,"","SRID=4326;LINESTRING(3.55044590290097 50.3831876754994,3.53760027047296 50.375050049873)"
43357,56883,60481,330000;110000,3;3,2,50,,,,853.890158186881,,,,,"","SRID=4326;LINESTRING(20.4969226299935 54.6414168013286,20.5078341064236 54.6370646115015)"
54874,5583,62062,,3,1,,,,,3115.55481094266,,,,,"","SRID=4326;LINESTRING(12.5171201710597 41.6906861937928,12.4789451523788 41.6945490938019)"
18345,23034,23035,220000,6,,,,,,8240.62007025275,,,,,"","SRID=4326;LINESTRING(-8.45355600617661 41.0764108624204,-8.52194438943052 41.0446382042665)"
13149,11418,21073,400000,6,,,,,,59854.8655418932,,,,,"","SRID=4326;LINESTRING(-1.65449502881774 42.6694467265102,-1.68593957371911 42.1737349575891)"
63983,46347,46348,,,,,,,,9153.3828333776,,,,,"","SRID=4326;LINESTRING(27.8555210924463 45.223312471367,27.9215386282571 45.166603040543)"
19944,7395,30132,,3,,,,,,1533.20626505909,,,,,"","SRID=4326;LINESTRING(14.4783878259893 40.7448897793307,14.4664954764355 40.7541339612454)"
49260,19630,61269,220000,6,1,50,,,,75.8829485025377,,,,,"","SRID=4326;LINESTRING(8.89774241125254 46.1739733582167,8.89809487037154 46.1720396693324)"
12285,11337,55334,220000,6,,,,,,2143.92332961128,,,,,"","SRID=4326;LINESTRING(40.9988156941504 57.765443630477,41.0303949897704 57.7547568451782)"
60915,37287,10291,225000,3,,,,RTE,,991.670085424645,,,,,"","SRID=4326;LINESTRING(1.10515081867349 49.3686761282298,1.11761955340391 49.3647657078287)"
54417,25239,67954,380000,3,3,,Tavazzano-Ciserano,,21.385,14412.4757851417,,,,,"","SRID=4326;LINESTRING(9.56373859072961 45.3551472930969,9.52137988097988 45.4780198991372)"
3402,56628,21975,220000,3,,,,,,857.330127379797,,,,,"","SRID=4326;LINESTRING(23.0063032246169 63.7508674959689,23.0111181085507 63.7582969486184)"
52879,4574,61774,400000,6,,,,,,4914.7298814652,,,,,"","SRID=4326;LINESTRING(17.7030289746727 59.2163728611207,17.6925713185081 59.1722638745931)"
61785,44848,44847,110000,3,2,,,,,2605.41062462276,,,,,"","SRID=4326;LINESTRING(25.1240705074998 61.9182019910065,25.1286005880083 61.8926759279627)"
6671,28441,29320,,,,,,,,1469.45959364316,,,,,"","SRID=4326;LINESTRING(-8.86189325214536 38.5491073014794,-8.87728559672731 38.5444147243409)"
64865,39888,13031,150000,6,,50,,Elia,,340.312740816553,,,,,"","SRID=4326;LINESTRING(3.7754398364663 51.1320905448623,3.78173160155618 51.128626159662)"
79883,5138,39730,,3,1,,,,,9829.84496551185,,,,,"","SRID=4326;LINESTRING(12.8660330065445 41.7573784117955,12.872865355375 41.8233236504986)"
2190,62288,28751,220000,6,,50,,,,1243.14762675901,,,,,"","SRID=4326;LINESTRING(2.10285070774097 41.3779236580766,2.09633186922523 41.3869683552506)"
32808,50089,25256,220000,,,,,,,20407.6033294592,,,,,"","SRID=4326;LINESTRING(9.21349390843767 46.3402503317207,9.03244079572053 46.2380697028427)"
74929,23077,3305,380000;110000,9,4;2,50,380 kV Röhe Nord,,,5813.8569051062,,,,,"","SRID=4326;LINESTRING(6.19444488189903 50.8136113609287,6.26966970632793 50.8301043312231)"
52117,27682,27684,380000;220000,12,,50,,RWE,4316,3192.89954330146,,,,,"","SRID=4326;LINESTRING(7.73769655126779 51.5156659732194,7.70035933412476 51.4994706824738)"
17806,9281,22950,380000,6,3,,Rubiera - San Damaso - Martignone,TERNA S.p.A.,21.300;21.320,3561.57201097129,,,,,"","SRID=4326;LINESTRING(10.9661354751465 44.61341824271,10.9485317558931 44.5822799666535)"
55763,32554,7046,220000;110000;220000;220000;110000,12;6;12,2;1;2;2;1,50,,RWE,2444,13164.6766264546,,,,,"","SRID=4326;LINESTRING(6.32189399165419 51.7172593050389,6.49904732911613 51.7487203904813)"
11640,21048,54708,220000,3,1,50,Leitung 2026,TenneT,,14146.3857788844,,,,,"","SRID=4326;LINESTRING(9.91802185575851 52.3799541938837,10.0881155270304 52.3145344853407)"
80302,54965,39942,150000,,,,,NV Net,,4731.79402604758,,,,,"","SRID=4326;LINESTRING(10.0063719485439 57.00667484175,10.0331752050849 57.0483434833851)"
5802,8485,22189,,6,,,,,,2376.22747466149,,,,,"","SRID=4326;LINESTRING(31.1807357031119 47.7972549021519,31.2001927487841 47.7848792935697)"
9445,6445,55448,380000,,,,Erzurum 3 TM - Borçka TM EİH,,,198456.126884491,,,,,"","SRID=4326;LINESTRING(41.6832608239661 41.3510243027809,41.1071723573 39.928952424871)"
27777,22610,24536,400000,3,,,,,,254.153077289341,,,,,"","SRID=4326;LINESTRING(24.9929459807421 60.7542363820701,24.9975891927826 60.7545185793679)"
51435,55423,34256,400000,6;3;6;3,2,,National Grid Littlebrook-Northfleet West;National Grid Northfleet West-Rowdown;National Grid Littlebrook-Northfleet West,National Grid,,1813.9653796246,,,,,"","SRID=4326;LINESTRING(0.244664180078402 51.463748953608,0.254659267644736 51.4443012769822)"
35861,3875,65664,,,,,,,,353.913120772219,,,,,"","SRID=4326;LINESTRING(12.5372868578924 45.9051785264708,12.538211233754 45.9082897583488)"
12302,27063,54346,400000,6,,,,,,343.333864158972,,,,,"","SRID=4326;LINESTRING(24.8980952953432 60.6022880848126,24.9003866703875 60.607454226336)"
32890,13402,25271,,,,,,,,67.8225451028837,,,,,"","SRID=4326;LINESTRING(27.0439321884241 44.627213058081,27.0439665915352 44.6286831751744)"
61259,5376,10492,400000,6,,,,Red Eléctrica de España,,31305.169100135,,,,,"","SRID=4326;LINESTRING(-0.100289193176119 41.525966424783,-0.218362713470132 41.2800237643135)"
13672,56268,56270,380000,6,,50,,Elia,,14149.424383779,,,,,"","SRID=4326;LINESTRING(3.60535398733832 51.1152302688784,3.78044749397496 51.1327259923634)"
27581,22608,58387,220000,3,1,50,,,,298.086079850088,,,,,"","SRID=4326;LINESTRING(9.39055750750133 54.9423008107464,9.38950584979821 54.9396819048834)"
7828,15612,54601,,,,,,,,3245.62205555084,,,,,"","SRID=4326;LINESTRING(11.134000715517 49.9998684426462,11.1068579454618 49.979041123697)"
50001,40713,61355,220000,3;6;6,1,,,ФСК ЕЭС,,29905.5845587191,,,,,"","SRID=4326;LINESTRING(38.5686579967181 55.5882872732153,38.1634402001478 55.6381465907764)"
59560,40906,9497,132000,3,,,,Terna,23.515,7425.94078302714,,,,,"","SRID=4326;LINESTRING(7.59229256545261 45.7437188793545,7.50513780545481 45.7381861091592)"
4749,55296,22077,,,,,,,,7137.1974078643,,,,,"","SRID=4326;LINESTRING(9.71299861381646 45.9516114589394,9.69537576310908 45.8910751342452)"
78258,54536,38727,380000,3,,50,Berlin/Mitte;380-kV-Transversale Berlin;380-kV-Transversale Berlin,50Hertz Transmission,919;920,853.023635331548,,,,,"","SRID=4326;LINESTRING(13.4564244632672 52.5214459998228,13.4431581859979 52.5176969943035)"
36232,54649,25646,380000;110000;380000,6;3,4,50,380 kV Brauweiler West,RWE,4189,10632.144881377,,,,,"","SRID=4326;LINESTRING(6.80453055899726 50.9661832633093,6.84125820710291 50.8751601680121)"
4862,48939,22085,330000,3,,,,,,7467.27379932316,,,,,"","SRID=4326;LINESTRING(26.7498306745481 54.3022427097324,26.7554289036757 54.2665908402822)"
12245,5610,20689,380000,3,,,Presenzano-Garigliano,,21.341,29280.4837262235,,,,,"","SRID=4326;LINESTRING(13.8333943203011 41.2493547177565,14.0905965460512 41.3807642651865)"
15753,56273,22654,380000,3,,,,,,419.516631148451,,,,,"","SRID=4326;LINESTRING(4.52060547900393 50.4947803960257,4.52653409038453 50.4946937051712)"
80446,39376,5954,220000,6,,50,,,,10100.8160149133,,,,,"","SRID=4326;LINESTRING(6.11451707744375 49.9053646883447,6.21102035001899 49.958625762817)"
60178,64481,9884,220000,3,3,,Montorio-Candia,,22.200,37716.8035382376,,,,,"","SRID=4326;LINESTRING(13.4744382974723 42.8522806102635,13.7090115969213 42.5858918647447)"
5734,18064,56095,,,,,,,,11499.5688124491,,,,,"","SRID=4326;LINESTRING(42.6782205146022 45.5307191489131,42.8036182162755 45.5534584808111)"
38129,31931,25893,,,,,,,,1194.125605836,,,,,"","SRID=4326;LINESTRING(28.0370960894531 61.0215560931301,28.0573551652351 61.0257390726294)"
51358,33566,67584,220000,3,,,,,,2089.24870040864,,,,,"","SRID=4326;LINESTRING(23.545470620841 42.7246515813887,23.5251103049264 42.7360034592085)"
60851,5856,10255,300000,3;6;3;3,,,Stokkeland-Berheim 1;Gandal-Berheim 1&2;Stokkeland-Berheim 2,Lyse,Ganddal-Berheim 2,10284.2961361462,,,,,"","SRID=4326;LINESTRING(5.73431572282604 58.8153721319754,5.69414034707599 58.882990068606)"
52093,27678,27679,380000,3,4,50,380kV Sauerland Nord,RWE,4331,213.669712049403,,,,,"","SRID=4326;LINESTRING(8.19365686547961 51.1889378778491,8.1907717462816 51.1882709160514)"
41783,66415,26374,,,,,,,,647.786867384205,,,,,"","SRID=4326;LINESTRING(9.50759101086323 62.61315359165,9.49617719652626 62.6156503769183)"
8697,7038,55049,400000,3;6;3,2,50,,RTE,,46954.4247679183,,,,,"","SRID=4326;LINESTRING(-0.605884246080104 45.6738099406046,-0.688295506041905 45.2552538635065)"
24333,23951,23952,220000;132000,,,50;16.7,,,,315.272472338236,,,,,"","SRID=4326;LINESTRING(8.00301594672612 47.3383049023857,8.00092242295648 47.3358380895999)"
32380,56541,59077,400000,3,,,,,,4324.7698185787,,,,,"","SRID=4326;LINESTRING(23.5825957457454 61.3928535783753,23.5157309052134 61.4084802055552)"
46856,24928,60942,275000,3,,50,,,,228.811628316584,,,,,"","SRID=4326;LINESTRING(-7.24765379585037 55.0404251681333,-7.24813529284266 55.0422346717072)"
77273,16515,19558,,,,,,,,3902.48475160193,,,,,"","SRID=4326;LINESTRING(35.9503931648346 51.6390602764425,35.972024656695 51.6514875228494)"
39257,59926,59928,110000,6,1,,110kV Sternbusch Tr13+14,RWE,0274,1428.23006782185,,,,,"","SRID=4326;LINESTRING(6.63344329674763 51.6162098060579,6.64638658268734 51.607116794193)"
39072,43314,59896,220000,6,1,50,"017, 018",,017;018,4720.49115108114,,,,,"","SRID=4326;LINESTRING(12.675245611981 50.1607136484694,12.7303180233881 50.1819772850535)"
39445,2555,66126,220000,6,2,50,,,,1365.11285553749,,,,,"","SRID=4326;LINESTRING(8.6593729546501 51.9996101360209,8.68071883112126 51.9968419024603)"
15354,20453,22584,275000,3,,,,,,506.806540180762,,,,,"","SRID=4326;LINESTRING(-3.9566590311287 51.6893485582607,-3.95257467371192 51.6833065860037)"
1293,60909,62547,132000;380000;132000,3,,,,,,56.4926332610006,,,,,"","SRID=4326;LINESTRING(7.00869366577397 45.1620372588975,7.00786111672017 45.1622614031421)"
17243,22878,22879,220000,3,,,220kV Lubocza - Wanda,,,452.55929030391,,,,,"","SRID=4326;LINESTRING(20.1431241197834 50.0502481657052,20.1373742731444 50.0485334156941)"
46582,66982,66981,380000,3,,,,,,41.1764041651236,,,,,"","SRID=4326;LINESTRING(7.00913905049183 45.1622939777218,7.00878188033487 45.1621871858717)"
68836,49459,49314,400000,3,3;2,50,,Svenska kraftnät,,83014.3284015022,,,,,"","SRID=4326;LINESTRING(14.9188692515883 59.0312395808055,15.9533744424216 58.5363725371575)"
64488,11587,12711,275000,6,,,,National Grid,,8046.31208970215,,,,,"","SRID=4326;LINESTRING(-1.47093297856495 54.940088711149,-1.45775424267433 54.8809028738377)"
24143,9159,64515,225000,6,,,,,,2253.89618310169,,,,,"","SRID=4326;LINESTRING(2.71629040436066 47.9940239403094,2.68893387731959 48.005981493687)"
9475,38612,55255,,,,,"Казичене - ТЕЦ ""Софиа - Изток""",,,3837.76347990352,,,,,"","SRID=4326;LINESTRING(23.4711843515385 42.6489830544096,23.4173639494411 42.6514773688993)"
37375,49506,31850,,3,1,,,,,2055.34513399632,,,,,"","SRID=4326;LINESTRING(12.1240730045998 49.808492522395,12.1516968893801 49.8077013762523)"
40771,9303,32252,380000,6,1,50,,50Hertz,,258.875309715166,,,,,"","SRID=4326;LINESTRING(10.9910146509867 50.5735270149254,10.9884483057114 50.5699143795256)"
16938,41305,63770,380000;220000,6,2,50,,,,825.402367240603,,,,,"","SRID=4326;LINESTRING(7.67266489314443 47.5201252480429,7.66587669346008 47.5123899616014)"
19165,5482,57004,220000,6,1,,,ФСК ЕЭС,,441.311192365899,,,,,"","SRID=4326;LINESTRING(40.8667930644375 54.2828520001193,40.876647185265 54.2827946849544)"
41593,32376,32377,,,,,,,,1208.46190428793,,,,,"","SRID=4326;LINESTRING(8.64321210188412 58.5365622946899,8.62692420847858 58.5432986030406)"
33190,46605,59202,220000,6,,,,,,4464.0060633829,,,,,"","SRID=4326;LINESTRING(17.3921204909099 48.6661258416525,17.4424412666944 48.6870636711504)"
76324,25725,38371,,,,,,,,500.098178934181,,,,,"","SRID=4326;LINESTRING(13.1373400073832 46.213781500432,13.1438626526621 46.212992539266)"
6348,41113,22228,220000,3,1,,Рыбинская ГЭС - Сатурн,,,3006.17675126525,,,,,"","SRID=4326;LINESTRING(38.7729350044375 58.0889737828957,38.8222049866012 58.0796406623072)"
51606,61105,28386,220000,3,2,50,318,50Hertz Transmission,318,200.502520707744,,,,,"","SRID=4326;LINESTRING(12.2188089462783 54.1129809662942,12.2157288926637 54.1128919737773)"
59416,36905,9387,750000,3,,,,,,125612.398106964,,,,,"","SRID=4326;LINESTRING(30.0987838937877 51.3825306501876,29.6930288473379 50.4937355768217)"
73581,62129,18155,220000,3,,,Fratta-Poggioreale;Casalnuovo-Fratta,,22.253,495.358600477844,,,,,"","SRID=4326;LINESTRING(14.3312066841529 40.9161952942718,14.3286029574291 40.9210808028723)"
38670,34158,32002,,,,,,,,316.212493663315,,,,,"","SRID=4326;LINESTRING(8.86533349162276 47.3240239650366,8.86921933404728 47.324787915976)"
53874,57619,27961,220000;110000,6,,50,,,,4719.3663530542,,,,,"","SRID=4326;LINESTRING(7.80371230419328 49.7176216855291,7.77380145950407 49.6807183711458)"
12939,28113,20330,,,,,,,,8339.75341413678,,,,,"","SRID=4326;LINESTRING(12.6907028583476 41.9238882988112,12.7521481025228 41.8896713953265)"
6602,28263,28204,,,,,,,,14379.986124148,,,,,"","SRID=4326;LINESTRING(18.3823500756046 40.018255061477,18.327046424175 40.1347301385413)"
7017,42329,22226,220000,3,1,,,ФСК ЕЭС,,9888.38642653741,,,,,"","SRID=4326;LINESTRING(38.4869281259212 55.8278618919697,38.5577142891515 55.902040755604)"
14919,9701,63526,380000;110000;0;110000;110000;380000;220000,12;3;3;6,2;1;1;1;2;1,,Etzenricht - Mechlenreut - Redwitz;Marktleugast - Münchberg;Münchberg - Untersteinach;Marktleugast - Münchberg;Münchberg - Untersteinach;Etzenricht - Mechlenreuth - Redwitz,TenneT TSO GmbH;E.ON Netz GmbH,437;115;116,11653.6687064499,,,,,"","SRID=4326;LINESTRING(11.7714298409852 50.2096888437098,11.6148068122328 50.1808238626332)"
48275,52882,67214,,,,,,,,71.766857612084,,,,,"","SRID=4326;LINESTRING(12.8046739705633 48.2829403185615,12.8057022165802 48.2830570114069)"
