v_id,lon,lat,typ,voltage,frequency,name,operator,ref,wkt_srid_4326
3011,8.25192553682682,47.6397698245713,substation,220000;110000,50,Umspannwerk Gurtweil,EnBW,,SRID=4326;POINT(8.25192553682682 47.6397698245713)
3714,12.6809991364334,45.8083703806964,substation,,,,,,SRID=4326;POINT(12.6809991364334 45.8083703806964)
4740,-2.66915057557794,51.6108822935409,substation,,,Cable tunnel shaft,,,SRID=4326;POINT(-2.66915057557794 51.6108822935409)
56522,4.39256815240073,45.5011911834576,joint,225000;63000,,,RTE,,SRID=4326;POINT(4.39256815240073 45.5011911834576)
66910,37.8705514187883,55.1645779671437,joint,220000,,,,,SRID=4326;POINT(37.8705514187883 55.1645779671437)
27893,7.41762169513889,52.4732338809463,joint,380000,50,,Amprion,4121,SRID=4326;POINT(7.41762169513889 52.4732338809463)
7240,-1.13186559153751,54.5669454431999,substation,400000;275000,,Lackenby Substation,,,SRID=4326;POINT(-1.13186559153751 54.5669454431999)
39836,-2.5719358075952,51.6472353955245,substation,132000,,Oldbury Substation,,,SRID=4326;POINT(-2.5719358075952 51.6472353955245)
65938,38.679269455122,52.5831694701673,joint,220000,,,,,SRID=4326;POINT(38.679269455122 52.5831694701673)
9522,30.4106356948229,50.4760513767334,substation,,,Жовтнева-330,,,SRID=4326;POINT(30.4106356948229 50.4760513767334)
9891,31.9707783031476,49.3593303989364,substation,330000;110000;10000,50,"ПС 330 кВ ""Поляна""",Черкассыоблэнерго,,SRID=4326;POINT(31.9707783031476 49.3593303989364)
44031,-7.88217417015252,38.5552541081338,substation,150000,50,,,,SRID=4326;POINT(-7.88217417015252 38.5552541081338)
61516,7.43692110070291,50.4053557118286,joint,220000;110000,50,110kV Plaidt Nord,RWE,4197,SRID=4326;POINT(7.43692110070291 50.4053557118286)
29245,17.2549714791205,62.4429827904272,joint,,,,,,SRID=4326;POINT(17.2549714791205 62.4429827904272)
64088,32.7800014534426,52.8212527666688,joint,,,,,,SRID=4326;POINT(32.7800014534426 52.8212527666688)
6717,33.7819875033821,45.9656977489364,substation,,,,,,SRID=4326;POINT(33.7819875033821 45.9656977489364)
38225,12.7579883027497,46.143671103319,substation,,,,,,SRID=4326;POINT(12.7579883027497 46.143671103319)
6871,25.8496604023539,43.9472491833993,station,,,,,,SRID=4326;POINT(25.8496604023539 43.9472491833993)
42974,-8.36742919319141,42.4901146722944,station,,,,,,SRID=4326;POINT(-8.36742919319141 42.4901146722944)
7129,9.40998974518275,45.3292919419008,substation,220000,,Tavazzano Est,Terna,,SRID=4326;POINT(9.40998974518275 45.3292919419008)
22154,32.166546597069,47.0951548566985,joint,150000;330000;154000,,,,,SRID=4326;POINT(32.166546597069 47.0951548566985)
58685,-6.86191469756666,42.0306150911532,joint,400000,50,,Red Eléctrica de España,,SRID=4326;POINT(-6.86191469756666 42.0306150911532)
38226,12.749182740874,46.1478715771146,substation,,,,,,SRID=4326;POINT(12.749182740874 46.1478715771146)
15005,12.7877716017305,45.8974279463205,plant,,,,,,SRID=4326;POINT(12.7877716017305 45.8974279463205)
7746,5.90755666943872,46.758247653773,substation,225000;63000;20000,,Poste électrique de Champagnolle,RTE,,SRID=4326;POINT(5.90755666943872 46.758247653773)
45417,-1.73784910769791,42.7351858393064,sub_station,,,,,,SRID=4326;POINT(-1.73784910769791 42.7351858393064)
63210,37.6286117627149,55.5765058198159,joint,500000;220000,,,,,SRID=4326;POINT(37.6286117627149 55.5765058198159)
5912,-2.25233841745261,42.4176175385214,substation,220000;66000,50,Subestación d'Arrúbal,,,SRID=4326;POINT(-2.25233841745261 42.4176175385214)
56028,14.7019256217469,45.1939113514134,joint,220000;35000,,DV Melina - HE Senj,,,SRID=4326;POINT(14.7019256217469 45.1939113514134)
40794,19.1333921675909,47.531813579073,substation,,50,Zugló alállomás,,,SRID=4326;POINT(19.1333921675909 47.531813579073)
46782,24.238271117119,60.121062113811,substation,,,,,,SRID=4326;POINT(24.238271117119 60.121062113811)
12416,12.1001470196099,49.6296469338383,sub_station,,,,,,SRID=4326;POINT(12.1001470196099 49.6296469338383)
31860,8.60299371813033,50.10949601252,joint,380000;110000;110000;380000,50;16.7;16.7;50,380 kV 3011; 110 kV Bahnstrom Höchst-Friedberg; Höchst-Rödelheim,TenneT,554,SRID=4326;POINT(8.60299371813033 50.10949601252)
43378,39.221753657388,51.2801737323231,substation,500000;220000;10000,50,Новая,,,SRID=4326;POINT(39.221753657388 51.2801737323231)
14481,27.7035608635702,45.3147472612658,station,,,,,,SRID=4326;POINT(27.7035608635702 45.3147472612658)
56102,-3.05788073507661,53.3167186350205,joint,275000,50,,,,SRID=4326;POINT(-3.05788073507661 53.3167186350205)
22142,13.9807380989655,41.1356695625003,joint,,,,,,SRID=4326;POINT(13.9807380989655 41.1356695625003)
3135,1.80330239242655,47.875604128161,substation,400000,,Poste électrique de Chaingy,,,SRID=4326;POINT(1.80330239242655 47.875604128161)
65871,10.0361687970235,53.8034600928007,joint,110000;220000;220000;110000,50,,Schleswig-Holstein Netz AG,147,SRID=4326;POINT(10.0361687970235 53.8034600928007)
28069,14.1645678466872,47.8210898841574,joint,220000,,Pyhrn - Ernsthofen;Weißenbach - Ernsthofen,Austrian Power Grid AG,201B;202,SRID=4326;POINT(14.1645678466872 47.8210898841574)
20968,0.118412860554438,51.9350281771399,merge,400000;132000,,Stocking Pelham Substation,National Grid,,SRID=4326;POINT(0.118412860554438 51.9350281771399)
36734,12.262173544509,51.7410202813412,substation,380000;110000,50,Umspannwerk Marke,50Hertz,,SRID=4326;POINT(12.262173544509 51.7410202813412)
61265,8.50026588566803,51.9228328928681,joint,380000;220000;110000;110000;380000;220000,50,110kV Gütersloh-Verl+Avenwedde,RWE,4375,SRID=4326;POINT(8.50026588566803 51.9228328928681)
28407,6.72388972197156,51.3539351998563,joint,220000;110000;220000,,220kV Stratum Ost+West;110kV Lintorf West+Schwarzbach Süd;220kV Stratum Ost+West,RWE,2364,SRID=4326;POINT(6.72388972197156 51.3539351998563)
10734,2.82222751567144,42.6812488362465,substation,225000,,Poste électrique du Soler,RTE,,SRID=4326;POINT(2.82222751567144 42.6812488362465)
63349,0.621198403866382,47.5306440685669,joint,400000,50,,RTE,,SRID=4326;POINT(0.621198403866382 47.5306440685669)
32460,37.7789854232258,55.6207618706915,joint,220000,,,,,SRID=4326;POINT(37.7789854232258 55.6207618706915)
24107,-3.73164669582823,37.2611698638463,joint,220000,,,Red Eléctrica de España,,SRID=4326;POINT(-3.73164669582823 37.2611698638463)
2596,9.59430167337064,49.7984427353847,substation,220000;110000,50,Umspannwerk Trennfeld,TenneT TSO GmbH;E.ON Netz GmbH,TRE,SRID=4326;POINT(9.59430167337064 49.7984427353847)
19092,12.8323009996307,48.2944257796738,substation,,,,,,SRID=4326;POINT(12.8323009996307 48.2944257796738)
44476,2.86472881574067,50.4683344225617,substation,,,,,,SRID=4326;POINT(2.86472881574067 50.4683344225617)
39806,2.38484224623546,48.0891021671423,substation,400000,,,,,SRID=4326;POINT(2.38484224623546 48.0891021671423)
15069,36.0421465324183,45.3340907908719,sub_station,,,,,,SRID=4326;POINT(36.0421465324183 45.3340907908719)
29045,16.3167406164692,41.261146864427,joint,,,,,,SRID=4326;POINT(16.3167406164692 41.261146864427)
22365,14.7835997835829,47.1445313594083,joint,220000,,Zeltweg - Obersielach;Hessenberg - St. Andrä;Hessenberg - St Andrä;Hessenberg - Zeltweg;Zeltweg - Obersielach;Hessenberg - Zeltweg,Austrian Power Grid AG,285;286,SRID=4326;POINT(14.7835997835829 47.1445313594083)
47463,24.636866030849,45.3270535703256,station,,,,,,SRID=4326;POINT(24.636866030849 45.3270535703256)
21204,10.0828338372403,48.2674353649519,merge,380000;220000;110000;380000,50,Vöhringen LEW;Vöhringen Amprion,LEW,Station Nr. 625,SRID=4326;POINT(10.0828338372403 48.2674353649519)
57772,30.2236996057414,59.567609311743,joint,330000,,,,,SRID=4326;POINT(30.2236996057414 59.567609311743)
46547,20.5221169251779,50.7877496693967,substation,220000;110000,,"Stacja elektroenergetyczna ""Radkowice"" 220/110/30/15kV",PSE Operator,RAD,SRID=4326;POINT(20.5221169251779 50.7877496693967)
44425,12.5154650061424,42.5034536844592,substation,,,,,,SRID=4326;POINT(12.5154650061424 42.5034536844592)
61950,-1.19857887463551,54.6368320060841,joint,275000,,ZZA Line,National Grid,4TH,SRID=4326;POINT(-1.19857887463551 54.6368320060841)
11488,26.9231614862976,38.7385371075052,substation,154000,,ALMAK TM,,,SRID=4326;POINT(26.9231614862976 38.7385371075052)
34110,23.5707923320697,46.0861463716491,joint,,,,,,SRID=4326;POINT(23.5707923320697 46.0861463716491)
11712,17.64516685352,60.5257356434774,substation,,,,,,SRID=4326;POINT(17.64516685352 60.5257356434774)
61819,13.4353843998213,37.9255568959298,joint,220000,50,,,22.250;22.251,SRID=4326;POINT(13.4353843998213 37.9255568959298)
37726,12.8610876320082,45.8628101510507,substation,,,,,,SRID=4326;POINT(12.8610876320082 45.8628101510507)
48775,12.1438539603784,49.8236586410596,sub_station,,,,,,SRID=4326;POINT(12.1438539603784 49.8236586410596)
7182,12.5987184380891,41.9115076668519,station,,,,,,SRID=4326;POINT(12.5987184380891 41.9115076668519)
25240,-9.39892082279648,52.574707171242,joint,110000;220000;220000;110000,50,,Eirgrid,,SRID=4326;POINT(-9.39892082279648 52.574707171242)
41769,11.7094448088215,45.9636637462332,sub_station,,,,,,SRID=4326;POINT(11.7094448088215 45.9636637462332)
20403,-3.8695573038048,48.3562488251512,merge,,,Poste électrique de Brennilis;Turbines à combustion de Brennilis,,,SRID=4326;POINT(-3.8695573038048 48.3562488251512)
62654,4.42235135809756,51.1123065132085,joint,380000;230,,,,,SRID=4326;POINT(4.42235135809756 51.1123065132085)
57860,1.00215684787107,49.4813697134972,joint,225000,,,RTE,,SRID=4326;POINT(1.00215684787107 49.4813697134972)
61324,17.0394798474466,48.2020763891625,joint,,,,,,SRID=4326;POINT(17.0394798474466 48.2020763891625)
61956,6.52183193460914,51.3235495786934,joint,0;220000;0,0;50,220kV Utfort West,Amprion,4571,SRID=4326;POINT(6.52183193460914 51.3235495786934)
56864,10.7113918820769,43.8649144116488,joint,380000,,La Spezia - Marginone;Calenzano-Marginone,Terna,21.361,SRID=4326;POINT(10.7113918820769 43.8649144116488)
48310,26.2043061603551,44.1915108289513,station,,,,,,SRID=4326;POINT(26.2043061603551 44.1915108289513)
21262,7.30905109090748,46.0313513078908,merge,,,Centrale de Fionnay,FMM - Forces Motrices de Mauvoisin S.A.,,SRID=4326;POINT(7.30905109090748 46.0313513078908)
55372,8.64163379259839,48.8900324884407,merge,220000;110000,50,220 kV-Umspannwerk Birkenfeld,EnBW,,SRID=4326;POINT(8.64163379259839 48.8900324884407)
40132,5.47207051273864,50.5402302910395,sub_station,380000;220000;70000,,Rimière,,,SRID=4326;POINT(5.47207051273864 50.5402302910395)
31679,12.7797665068547,45.9025992090754,joint,,,,,,SRID=4326;POINT(12.7797665068547 45.9025992090754)
21858,16.8882276475812,54.4968926850201,joint,400000;110000;110000;400000,50,400kV Słupsk - Dunowo;110kV Słupsk Wierzbięcino - Marszewo,,,SRID=4326;POINT(16.8882276475812 54.4968926850201)
22565,-2.02842708308224,51.8508164883687,joint,400000,,,,ZF,SRID=4326;POINT(-2.02842708308224 51.8508164883687)
56209,-7.65346383117235,42.4141540541445,joint,220000;132000,,Línea Peares-San Esteban,Red Eléctrica de España,,SRID=4326;POINT(-7.65346383117235 42.4141540541445)
64969,-5.64712994571104,42.7989068083179,joint,400000,,,Red Eléctrica de España,,SRID=4326;POINT(-5.64712994571104 42.7989068083179)
42368,11.6784731015755,52.2140781339672,sub_station,110000,50,,,,SRID=4326;POINT(11.6784731015755 52.2140781339672)
50996,43.081408973808,44.9645719573841,sub_station,,,,,,SRID=4326;POINT(43.081408973808 44.9645719573841)
55543,39.2553894844882,55.7058436719897,joint,220000;110000;110000;220000;220000;110000,,,,,SRID=4326;POINT(39.2553894844882 55.7058436719897)
58076,19.0654943251703,50.2733569044447,joint,220000,,220kV Łagisza - Byczyna / Halemba;220kV Łagisza - Katowice; Łagisza - Byczyna / Halemba;220kV Łagisza - Katowice,,,SRID=4326;POINT(19.0654943251703 50.2733569044447)
6346,-4.05349844289564,48.0171710684925,substation,225000,,Poste électrique de Squividan,RTE,,SRID=4326;POINT(-4.05349844289564 48.0171710684925)
56321,6.57711982674862,49.7705765735541,joint,220000,50,220 kV Heisdorf - Quint Nord;220 kV Niederstedem West;220 kV Heisdorf - Quint Nord; Niederstedem West,Amprion,,SRID=4326;POINT(6.57711982674862 49.7705765735541)
58133,41.0431806455593,57.756604680926,joint,110000,,,,,SRID=4326;POINT(41.0431806455593 57.756604680926)
4656,11.1670038806186,43.848919138478,substation,380000,,Calenzano,Terna,,SRID=4326;POINT(11.1670038806186 43.848919138478)
32204,7.12125751160821,51.4510951846754,joint,380000;380000;220000;220000,50,380kV Oerkhaus West+Weitmar West;220kV Bochum West+Herne 1A,RWE,4546,SRID=4326;POINT(7.12125751160821 51.4510951846754)
8901,8.62293460558849,40.5766010528671,substation,380000,,Ittiri,,,SRID=4326;POINT(8.62293460558849 40.5766010528671)
15858,34.1777942332645,45.3439871174559,sub_station,,,,,,SRID=4326;POINT(34.1777942332645 45.3439871174559)
50090,8.71840005648116,46.1330414452727,substation,,,Verbano,,,SRID=4326;POINT(8.71840005648116 46.1330414452727)
59178,8.07290559448285,46.1896635188443,joint,220000,,,,,SRID=4326;POINT(8.07290559448285 46.1896635188443)
23515,12.0515167688951,50.7879382900366,joint,380000;220000;380000;220000,50,"207 Röhrsdorf - Weida, 208 Eula - Weida, 573 Remptendorf, 575 Röhrsdorf;573 Remptendorf - Weida, 575 Weida - Röhrsdorf;207 Röhrsdorf - Weida, 208 Eula - Weida",50Hertz Transmission,207;208;573;575,SRID=4326;POINT(12.0515167688951 50.7879382900366)
59745,6.94889003253275,52.197010014788,joint,380000;110000,50,Hengelo-Oele - Gronau;Hengelo-Oele - Losser;Hengelo-Oele - Gronau/Losser,Tennet,,SRID=4326;POINT(6.94889003253275 52.197010014788)
49990,15.8228722763024,60.5884576176232,substation,132000;15000,16.67,Ryggen,,,SRID=4326;POINT(15.8228722763024 60.5884576176232)
15753,34.7044671375144,45.246483752519,substation,,,,,,SRID=4326;POINT(34.7044671375144 45.246483752519)
47319,21.873393848292,45.695170617377,station,,,,,,SRID=4326;POINT(21.873393848292 45.695170617377)
60911,7.00882050789208,45.1632623160365,joint,132000,,,,,SRID=4326;POINT(7.00882050789208 45.1632623160365)
51055,24.706938414204,42.8761166212,substation,,,,,,SRID=4326;POINT(24.706938414204 42.8761166212)
63588,-2.14261948469506,52.362713196527,joint,400000;275000;275000,,,,,SRID=4326;POINT(-2.14261948469506 52.362713196527)
45739,29.8688530654078,60.269813192524,substation,330000;110000,,ПС Зеленогорск,,,SRID=4326;POINT(29.8688530654078 60.269813192524)
5204,17.9027388961554,40.6010521673512,substation,380000,,Brindisi,Terna,,SRID=4326;POINT(17.9027388961554 40.6010521673512)
4065,13.0694603849905,46.0827756930591,substation,,,,,,SRID=4326;POINT(13.0694603849905 46.0827756930591)
27703,9.26921945696098,48.9171229816527,joint,220000,,Anlage 302 ; Hohck-Wdlng;Anlage 326,,,SRID=4326;POINT(9.26921945696098 48.9171229816527)
41383,-1.43009616896575,43.42146005433,substation,400000;225000;63000,,Poste électrique de Argia,RTE,,SRID=4326;POINT(-1.43009616896575 43.42146005433)
3299,13.0893965993748,46.2207212475933,station,,,,,,SRID=4326;POINT(13.0893965993748 46.2207212475933)
26503,31.3686009082158,46.9552820690452,joint,220000,,,,,SRID=4326;POINT(31.3686009082158 46.9552820690452)
39655,-21.9724608741338,64.040315194639,substation,220000;132000,,220kV Þorlákshöfn,Landsnet,,SRID=4326;POINT(-21.9724608741338 64.040315194639)
48230,34.0895902022506,57.8904918835133,substation,,,,МЭС Центра,,SRID=4326;POINT(34.0895902022506 57.8904918835133)
37879,12.647600530734,45.8923934543506,substation,,,,,,SRID=4326;POINT(12.647600530734 45.8923934543506)
11933,37.3494928008959,55.8217967735398,substation,,,переходный пункт ЛЭП № 224,,224,SRID=4326;POINT(37.3494928008959 55.8217967735398)
66103,6.6849759615049,51.640564073356,joint,110000;220000;110000;220000,,110kV Hamborn Ost,RWE,2317,SRID=4326;POINT(6.6849759615049 51.640564073356)
7308,-1.33034734545966,46.7764332963868,substation,225000;90000,,Poste de la Mérlatière,RTE,,SRID=4326;POINT(-1.33034734545966 46.7764332963868)
8189,30.5124031112298,50.588357777692,plant,,,Київська ГЕС,,,SRID=4326;POINT(30.5124031112298 50.588357777692)
47662,-4.72339283661227,36.9010251636195,substation,,50,,,,SRID=4326;POINT(-4.72339283661227 36.9010251636195)
63267,37.8554458835951,48.3677791836795,joint,,,,,,SRID=4326;POINT(37.8554458835951 48.3677791836795)
4042,13.2969796544045,46.0819565264512,substation,,,,,,SRID=4326;POINT(13.2969796544045 46.0819565264512)
57733,15.5671640038144,38.2160439955169,joint,380000,,,,21.326,SRID=4326;POINT(15.5671640038144 38.2160439955169)
47310,21.1921144537631,45.7242151778321,station,,,,,,SRID=4326;POINT(21.1921144537631 45.7242151778321)
60634,42.98289352478,44.075193475146,joint,,,,,,SRID=4326;POINT(42.98289352478 44.075193475146)
29044,0.147120207434096,40.1565165699828,joint,220000,50,,,,SRID=4326;POINT(0.147120207434096 40.1565165699828)
21607,6.5757168461101,51.0547446015417,merge,220000;110000,,RWE Kraftwerk Frimmersdorf;Umspannanlage Frimmersdorf I,RWE,,SRID=4326;POINT(6.5757168461101 51.0547446015417)
4666,8.49691977477823,49.2219280540797,substation,110000;15000,16.7,Unterwerk Wiesental,DB Energie GmbH,,SRID=4326;POINT(8.49691977477823 49.2219280540797)
29517,3.6127802699606,47.8016884937754,joint,,,,,,SRID=4326;POINT(3.6127802699606 47.8016884937754)
63355,-8.63663670349895,42.8800922013947,joint,220000,,,Red Eléctrica de España,,SRID=4326;POINT(-8.63663670349895 42.8800922013947)
39560,2.47497980774031,50.6237476299657,substation,,,,,,SRID=4326;POINT(2.47497980774031 50.6237476299657)
13661,27.9534655517088,45.2395724885502,station,,,,,,SRID=4326;POINT(27.9534655517088 45.2395724885502)
17107,-8.36145204958958,41.4233687818485,substation,,,,,,SRID=4326;POINT(-8.36145204958958 41.4233687818485)
46316,-3.00133997849117,43.0326401926027,substation,220000,50,,,,SRID=4326;POINT(-3.00133997849117 43.0326401926027)
2563,7.52228012599778,51.5321980611413,substation,220000;110000,50,Station Wambel,Ampirion,,SRID=4326;POINT(7.52228012599778 51.5321980611413)
46404,5.80747080544151,43.7815540191759,substation,,,Parc Photovoltaïque de la Fito,,,SRID=4326;POINT(5.80747080544151 43.7815540191759)
28255,30.1040692525562,60.0126306864124,joint,330000,,,,,SRID=4326;POINT(30.1040692525562 60.0126306864124)
21270,2.9305633975866,50.4501338138141,merge,225000,,Poste électrique de Courrières,,,SRID=4326;POINT(2.9305633975866 50.4501338138141)
17991,20.0424562003417,47.7928026969101,sub_station,,,,,,SRID=4326;POINT(20.0424562003417 47.7928026969101)
40911,7.66724508174012,45.7197829760778,substation,220000,,Montjovet centrale,Compagnia Valdostana Acque,,SRID=4326;POINT(7.66724508174012 45.7197829760778)
26411,6.8165111481614,59.6494427019288,joint,,,,,,SRID=4326;POINT(6.8165111481614 59.6494427019288)
28365,42.5864897172747,44.0554980822869,joint,,,,,,SRID=4326;POINT(42.5864897172747 44.0554980822869)
63007,4.18410642880799,44.1334028778759,joint,225000;63000,,,RTE,,SRID=4326;POINT(4.18410642880799 44.1334028778759)
21049,39.7913751508941,59.2102730218833,merge,220000,,ГПП-2,,,SRID=4326;POINT(39.7913751508941 59.2102730218833)
27656,8.97930697380084,50.0615349603856,joint,380000;380000;110000,,Untermain Süd; Karlstein Süd;Untermain Nord;Karlstein Süd;Rödermark Nord,RWE,4186; Untermain Süd(weis); Karlstein Süd(gelb),SRID=4326;POINT(8.97930697380084 50.0615349603856)
52210,12.8057653204321,41.4282043081902,substation,380000,,Latina,,,SRID=4326;POINT(12.8057653204321 41.4282043081902)
14795,12.4205669325918,49.6467958870936,sub_station,,,,,,SRID=4326;POINT(12.4205669325918 49.6467958870936)
55713,26.6391935258157,44.7280680803385,joint,,,,,,SRID=4326;POINT(26.6391935258157 44.7280680803385)
64157,2.02572252525634,45.1542045935167,joint,225000,,,RTE,,SRID=4326;POINT(2.02572252525634 45.1542045935167)
9122,11.4674863464017,44.485973988877,substation,,,,,,SRID=4326;POINT(11.4674863464017 44.485973988877)
16584,5.54992639291996,51.4484787336998,substation,,,,,,SRID=4326;POINT(5.54992639291996 51.4484787336998)
43357,25.9547146646285,64.817335853643,sub_station,,,,,,SRID=4326;POINT(25.9547146646285 64.817335853643)
26125,31.0450961046691,46.9040389593596,joint,220000;330000;220000;330000,,,,,SRID=4326;POINT(31.0450961046691 46.9040389593596)
59764,21.0452169993357,47.9019436030989,joint,,50,,,,SRID=4326;POINT(21.0452169993357 47.9019436030989)
7691,11.7089606242367,45.9422411918454,sub_station,,,,,,SRID=4326;POINT(11.7089606242367 45.9422411918454)
28837,0.4031100946144,51.4735564014796,joint,400000,,National Grid Rayleigh Main-Tilbury,,,SRID=4326;POINT(0.4031100946144 51.4735564014796)
50481,42.9893897421359,44.0986396031143,substation,,,ПС №8,,,SRID=4326;POINT(42.9893897421359 44.0986396031143)
29767,14.7356599308045,56.8763044101376,joint,,,,,,SRID=4326;POINT(14.7356599308045 56.8763044101376)
38176,12.769549594232,46.0897814156506,substation,,,,,,SRID=4326;POINT(12.769549594232 46.0897814156506)
8965,-8.32743418459102,39.5450468769133,station,,,Subestação REN Zêzere,,,SRID=4326;POINT(-8.32743418459102 39.5450468769133)
9622,16.8804797434784,51.0032522758732,substation,,,"Stacja elektroenergetyczna ""Wrocław"" 400/110kV",,,SRID=4326;POINT(16.8804797434784 51.0032522758732)
11310,13.6798316843275,46.5431945744021,substation,220000,,Umspannwerk Greuth,,,SRID=4326;POINT(13.6798316843275 46.5431945744021)
48038,5.79186808234052,49.483028283262,substation,400000;225000;63000,,Poste électrique de Moulaine,RTE,,SRID=4326;POINT(5.79186808234052 49.483028283262)
66307,8.01737138429246,59.4585891871409,joint,300000,,,,,SRID=4326;POINT(8.01737138429246 59.4585891871409)
40438,-3.75423745500999,51.7628659690218,sub_station,,,,,,SRID=4326;POINT(-3.75423745500999 51.7628659690218)
6934,17.4890750793989,68.4523926796254,substation,,,,,,SRID=4326;POINT(17.4890750793989 68.4523926796254)
10865,23.292830049508,50.7167365649851,substation,220000;110000,,Stacja elektroenergetyczna „Zamość” 220/110 kV,PSE Operator,ZAM,SRID=4326;POINT(23.292830049508 50.7167365649851)
63967,-5.6744802325144,39.7959185686432,joint,220000,,,Red Eléctrica de España,,SRID=4326;POINT(-5.6744802325144 39.7959185686432)
15806,-3.77657744565947,40.2229222217947,substation,,50,,,,SRID=4326;POINT(-3.77657744565947 40.2229222217947)
40730,21.2057460729288,45.9716093717006,station,,,,,,SRID=4326;POINT(21.2057460729288 45.9716093717006)
43274,6.55983854547855,44.7911168347237,substation,225000;63000,,Poste électrique de L'Argentière la Bessée,RTE,,SRID=4326;POINT(6.55983854547855 44.7911168347237)
39675,4.43331347415249,49.4536705554915,substation,400000,,Seuil,,,SRID=4326;POINT(4.43331347415249 49.4536705554915)
11319,2.07959228162464,41.3924123721796,substation,400000,50,,,,SRID=4326;POINT(2.07959228162464 41.3924123721796)
38777,18.1005208399713,59.557277954758,sub_station,,,,,,SRID=4326;POINT(18.1005208399713 59.557277954758)
20324,13.0668891756566,46.3431748759955,merge,220000,,Somplago Centrale;Cavazzo Siot;Somplago,Edipower,,SRID=4326;POINT(13.0668891756566 46.3431748759955)
28144,18.1013766321643,40.2778903528619,joint,,,,,,SRID=4326;POINT(18.1013766321643 40.2778903528619)
24073,2.10314176189303,41.6670315087178,joint,400000,,MAT,Red Eléctrica de España,,SRID=4326;POINT(2.10314176189303 41.6670315087178)
13476,8.85775396444316,40.0106629778756,substation,220000,,Busachi,,,SRID=4326;POINT(8.85775396444316 40.0106629778756)
23952,8.00092242295648,47.3358380895999,joint,380000;220000;220000;132000,50;50;16.7,,,,SRID=4326;POINT(8.00092242295648 47.3358380895999)
61722,6.92615457100697,46.348592960128,joint,380000;132000;132000;380000,50;16.7;16.7;50,,,,SRID=4326;POINT(6.92615457100697 46.348592960128)
46320,-3.10449171471475,43.2038498356792,substation,,,Subestación de La Jara,Red Eléctrica de España,,SRID=4326;POINT(-3.10449171471475 43.2038498356792)
55459,10.6286421091928,45.9236716211603,merge,220000,,Cimego TR;Cimego,Set Distribuzione,,SRID=4326;POINT(10.6286421091928 45.9236716211603)
55502,38.6778440154942,38.8152653399515,merge,380000;154000,,Keban HES TM;Keban 154kV TM,,,SRID=4326;POINT(38.6778440154942 38.8152653399515)
60933,10.2341629653667,48.5289320988725,joint,380000,50,Dellmensingen - Niederstotzingen (-Rotensohl);Dellmensingen - Niederstotzingen - Rotensohl;Dellmensingen - Niederstotzingen (-Rotensohl),EnBW,0329,SRID=4326;POINT(10.2341629653667 48.5289320988725)
7751,4.86115944302202,46.7629733345835,substation,,,Chalon,RTE,,SRID=4326;POINT(4.86115944302202 46.7629733345835)
6945,-6.46976707382914,42.8428044925313,substation,220000,50,Las Ondinas,Red Eléctrica de España,,SRID=4326;POINT(-6.46976707382914 42.8428044925313)
45554,10.8435669615554,59.7604665360962,substation,,,,,,SRID=4326;POINT(10.8435669615554 59.7604665360962)
30385,17.4391300765571,59.6509616742875,joint,400000,,,,,SRID=4326;POINT(17.4391300765571 59.6509616742875)
22015,17.9633102397119,59.1624203452427,joint,,,,,,SRID=4326;POINT(17.9633102397119 59.1624203452427)
65443,9.06489665744118,47.0317533600598,joint,,,,,,SRID=4326;POINT(9.06489665744118 47.0317533600598)
28090,4.7154966866927,48.6794336085825,joint,225000,,ligne 225 kV Marolles - ligne Revigny - Creney,RTE,,SRID=4326;POINT(4.7154966866927 48.6794336085825)
22225,-4.13039656225496,55.7638524239648,joint,,,,,,SRID=4326;POINT(-4.13039656225496 55.7638524239648)
60909,7.00869366577397,45.1620372588975,joint,380000,,,,,SRID=4326;POINT(7.00869366577397 45.1620372588975)
27895,7.41792990711287,52.4695840098748,joint,380000,50,380kV Bramgau + Niedersachsen Süd,Amprion,4121,SRID=4326;POINT(7.41792990711287 52.4695840098748)
42405,40.1705422046302,61.6482769535594,substation,220000,,Няндома,,,SRID=4326;POINT(40.1705422046302 61.6482769535594)
32356,7.2100381908008,58.383514005775,joint,,,,,,SRID=4326;POINT(7.2100381908008 58.383514005775)
34160,8.92387292576464,60.2586909063042,joint,,,,,,SRID=4326;POINT(8.92387292576464 60.2586909063042)
56543,-3.33071663693241,51.498687878325,joint,132000;275000;275000;132000,,National Grid,National Grid,,SRID=4326;POINT(-3.33071663693241 51.498687878325)
36800,8.78579308261945,48.5837674313704,substation,380000;110000,50,EnBW Umspannwerk Oberjettingen,EnBW,OBJTT,SRID=4326;POINT(8.78579308261945 48.5837674313704)
22795,15.5691233192806,62.5004206027185,joint,,,,,,SRID=4326;POINT(15.5691233192806 62.5004206027185)
6694,2.46813762833953,48.7578878175062,substation,25000,,,SNCF,,SRID=4326;POINT(2.46813762833953 48.7578878175062)
42966,24.291756278347,64.4631748356583,substation,,,,,,SRID=4326;POINT(24.291756278347 64.4631748356583)
62899,2.2770916373413,51.0151477778057,joint,225000,50,,,,SRID=4326;POINT(2.2770916373413 51.0151477778057)
15955,23.1928355858575,46.3639301631966,station,,,,,,SRID=4326;POINT(23.1928355858575 46.3639301631966)
40593,16.2915431993785,41.3155687509253,station,,,,,,SRID=4326;POINT(16.2915431993785 41.3155687509253)
