l_id,v_id_1,v_id_2,voltage,cables,wires,frequency,name,operator,ref,length_m,r_ohmkm,x_ohmkm,c_nfkm,i_th_max_a,from_relation,wkt_srid_4326
22855,15855,26978,,,,,,,,783.113517986543,,,,,"","SRID=4326;LINESTRING(-102.752861771904 32.6973409986111,-102.743384635488 32.6964007627889)"
28993,5344,5345,500000,,,,Big Cajun – Fancy Point 500 kV transmission line,,,4391.82847575261,,,,,"","SRID=4326;LINESTRING(-91.3680166028277 30.7244770467682,-91.33110102208 30.7452537205491)"
41904,2466,2467,,,,,,,,1109.15059112396,,,,,"","SRID=4326;LINESTRING(-87.1708272030607 41.6184171141865,-87.1723681616621 41.6289397599517)"
33526,7222,10131,230000,3,,60,,,,51675.7909516438,,,,,"","SRID=4326;LINESTRING(-86.2606168415088 32.229159716699,-85.8983406941502 31.9144477372465)"
1386,764,30224,230000;0,3,,,,,IDLE,2137.95330582219,,,,,"","SRID=4326;LINESTRING(-79.2966964841742 43.8099671986256,-79.3242027288264 43.8046649754228)"
4437,1727,29541,,,,,,,,8381.12982091458,,,,,"","SRID=4326;LINESTRING(-94.6472591860438 39.0690859983193,-94.7319415276513 39.0361627158445)"
11127,4662,21619,,,,,,,,1591.24570608164,,,,,"","SRID=4326;LINESTRING(-97.5549836116947 46.9186393490469,-97.5552689166289 46.9331589004502)"
615,25859,29904,,,,,,,,1657.44511112722,,,,,"","SRID=4326;LINESTRING(-77.6561194126694 43.0818280112654,-77.6635942823081 43.0676028975149)"
39661,3239,17184,500000,,,,500kV transmission line,,,55379.4527866894,,,,,"","SRID=4326;LINESTRING(-80.5700606409073 40.4542505065349,-80.0983950378661 40.722966678024)"
4,25871,29631,,,,,,,,76.8242540706924,,,,,"","SRID=4326;LINESTRING(-95.1868763905653 32.9784634849551,-95.1864840657074 32.9780832652238)"
4223,8789,29488,345000,6,,60,,,,37897.4151177581,,,,,"","SRID=4326;LINESTRING(-95.9194068782007 29.230147034901,-95.6328707852888 29.4756765289393)"
40104,19403,273,230000,6;3,,,,,,1308.51773531993,,,,,"","SRID=4326;LINESTRING(-119.548341671036 47.1061264691417,-119.529131614456 47.1052835583145)"
5902,7225,28570,500000,3,,,Webre - Richard 500kV transmission line,,,25777.3906772879,,,,,"","SRID=4326;LINESTRING(-92.1365767217553 30.4480876195266,-92.4082290700746 30.4296599807382)"
16454,23965,23966,230000,3,,60,,,,8784.51780041804,,,,,"","SRID=4326;LINESTRING(-90.0549844287084 32.509247953788,-90.0177842944777 32.5787537101782)"
27518,3619,3626,,,,,,,,3621.11894323869,,,,,"","SRID=4326;LINESTRING(-94.8491512200846 38.979184164799,-94.8639612222525 39.0116047707845)"
33548,23877,10156,230000,3,,60,,,,59843.2432364036,,,,,"","SRID=4326;LINESTRING(-86.4595058009515 33.2350620945476,-85.902737186141 33.0016637616066)"
13478,2523,22588,,,,,,,,520.819086983599,,,,,"","SRID=4326;LINESTRING(-123.161068392866 49.7900973341815,-123.151689091524 49.7905397089659)"
18664,12124,24939,,3,,60,,,,339.323880446266,,,,,"","SRID=4326;LINESTRING(-80.0505873387271 33.0309175906052,-80.046780276311 33.0299314725469)"
26147,1101,18136,500000,,,,,,,25728.2194246171,,,,,"","SRID=4326;LINESTRING(-83.549024608001 31.4784077433194,-83.3556348836684 31.5997449698451)"
32777,9319,9325,,,,,,,,20537.5477262325,,,,,"","SRID=4326;LINESTRING(-81.5644280921468 33.9134908021762,-81.3660697483587 33.9920260636609)"
15707,21807,23627,,,,,,,,341.942136431372,,,,,"","SRID=4326;LINESTRING(-71.1984783933175 42.7308003057096,-71.194608181579 42.7308396991858)"
28196,4405,4407,,,,,,,,108903.48400073,,,,,"","SRID=4326;LINESTRING(-111.475582869076 28.8405962159252,-111.474848451281 28.8249619295186)"
1244,1616,30163,,,,,,,,4482.91157254088,,,,,"","SRID=4326;LINESTRING(-77.1084916716453 38.7848590653055,-77.0614659508719 38.7962789539589)"
31516,8038,8055,,3,,,,,,12597.1246831092,,,,,"","SRID=4326;LINESTRING(-119.753651689549 39.395713906529,-119.857311548335 39.4783586607287)"
4693,18391,29617,500000,,,,500kV transmission line,TVA,,3372.63417765942,,,,,"","SRID=4326;LINESTRING(-88.3554827632603 33.650708663621,-88.3147422056645 33.647252562222)"
7182,19753,29035,,,,,,,,18475.4335427514,,,,,"","SRID=4326;LINESTRING(-115.043026596146 32.4172820205498,-115.225913175495 32.3977157319202)"
26340,19799,19800,,,,,,,,26.0680901150418,,,,,"","SRID=4326;LINESTRING(-77.2762542183654 39.1358287980328,-77.2765387148159 39.1359418156474)"
32912,9756,9468,,,,,Powerline,,,53841.8500297247,,,,,"","SRID=4326;LINESTRING(-76.8276847799251 40.8362411302846,-76.9067409244835 40.3840284137682)"
1224,1038,30155,,,,,,,,691.000713532828,,,,,"","SRID=4326;LINESTRING(-82.1785584361159 33.4632343449289,-82.1835228845145 33.4683091144681)"
1430,21386,30245,,,,,,,,20661.6580565178,,,,,"","SRID=4326;LINESTRING(-73.2040100249219 46.113203589613,-73.0253128642521 46.2499642550365)"
1586,3491,30303,345000,6,,60,,,,68.533814263711,,,,,"","SRID=4326;LINESTRING(-95.2163187026846 29.9153422305446,-95.2149620556942 29.9133463970622)"
7752,21320,29266,400000,3,,60,,,,283.630983327942,,,,,"","SRID=4326;LINESTRING(-98.2393102238373 19.1261226022666,-98.2424050029946 19.1226323667391)"
10133,3922,21152,500000,,,,Johnsonville - Jackson 500kV transmission line,TVA,,458.791889348647,,,,,"","SRID=4326;LINESTRING(-88.7902619679161 35.7023870182378,-88.7928881956156 35.7092527087926)"
31955,8458,8459,,,,,,,,27.3584015332117,,,,,"","SRID=4326;LINESTRING(-85.0825026074003 32.608270023519,-85.0827927158598 32.6105454793951)"
14068,7189,22877,230000,3,,60,,,,14987.847547916,,,,,"","SRID=4326;LINESTRING(-102.569986638658 34.1813515950206,-102.411030528078 34.1622596679797)"
40784,1305,1311,,,,,,,,111.194782448867,,,,,"","SRID=4326;LINESTRING(-92.6409550836597 39.5447860583508,-92.6391845499171 39.5480344153091)"
3127,4478,30957,230000,6,,,,,,25688.0609947413,,,,,"","SRID=4326;LINESTRING(-81.7495952278244 34.8958078151611,-81.9996920878725 34.8603638523318)"
8373,2452,20324,345000,3,,60,,,,34319.8067441452,,,,,"","SRID=4326;LINESTRING(-86.5784254742118 41.5371041105711,-86.9789081049682 41.5675580878074)"
33259,9874,9876,230000,3,,60,Clinton - Mt. Olive 230kV,Carolina Power & Light Company,,23872.6251121969,,,,,"","SRID=4326;LINESTRING(-78.2799073565679 35.0583645681836,-78.1094424607124 35.1870085711385)"
9545,20855,20863,,,,,,,,2662.61790461029,,,,,"","SRID=4326;LINESTRING(-71.7678772429557 46.7023487795429,-71.7451093522482 46.6844485112895)"
10743,21434,21436,,,,,,,,94.483436563555,,,,,"","SRID=4326;LINESTRING(-94.5015945997811 18.0129708007965,-94.5016348443058 18.0121009649091)"
42437,2045,2990,230000,,,,230kV Transmission Line,,,7414.77691385161,,,,,"","SRID=4326;LINESTRING(-77.4601072117539 37.6168651251445,-77.389127402221 37.5882296431883)"
40484,18128,1023,,,,,,,,4643.49376694993,,,,,"","SRID=4326;LINESTRING(-82.1405906085272 33.5047053899272,-82.096818261034 33.4834734508625)"
1069,18893,30093,,,,,,,,13667.7345678529,,,,,"","SRID=4326;LINESTRING(-82.9889328828858 38.8641699707033,-82.9244960944762 38.7579779802516)"
10483,4127,21318,,,,,,,,2035.07837058225,,,,,"","SRID=4326;LINESTRING(-75.5208523047199 40.1723526652406,-75.5255074388825 40.1535270663598)"
33188,4792,9786,230000,3,,60,Rugby - Balta 230kV,Otter Tail Power,,28542.9791079827,,,,,"","SRID=4326;LINESTRING(-99.9744231645726 48.1048964763082,-99.9579225191576 48.351634875944)"
18006,11678,24666,,,,,,,,4414.48668173262,,,,,"","SRID=4326;LINESTRING(-82.4936617310262 43.0707682461911,-82.5371069749376 43.0611353833943)"
8212,3790,29431,345000,3,2,60,,,,6359.31038891261,,,,,"","SRID=4326;LINESTRING(-111.886152560394 33.7445058200835,-111.938186938282 33.7031437872211)"
41525,5267,2065,450000;0,3,,0,HVDC Quebec - Nouvelle-Angleterre;HVDC Quebec - Nouvelle-Angleterre (Radisson - Frontière USA),,,172309.593128584,,,,,"","SRID=4326;LINESTRING(-71.9933582714762 44.3192425742584,-71.9522318645222 45.5647340735578)"
9358,20782,20792,,,,,,,,31.1745924465773,,,,,"","SRID=4326;LINESTRING(-72.6468967147724 46.4775921605527,-72.6469011165173 46.4772993696502)"
31228,8727,7802,345000,3,,60,Volney - Marcy 345kV,Niagra Mohawk,,105648.008005807,,,,,"","SRID=4326;LINESTRING(-76.3477816139774 43.4000688334114,-75.2226283052019 43.1792351431945)"
36836,13491,14241,230000,3,,60,,,,4957.71684028284,,,,,"","SRID=4326;LINESTRING(-104.276119376919 19.0509210186279,-104.317412232042 19.0263099149432)"
14508,7583,23082,,3,,60,,,,2539.40881269281,,,,,"","SRID=4326;LINESTRING(-106.359684136497 42.872186330428,-106.375397386524 42.8515664598213)"
29408,12228,5797,,,,,,,,4653.7453380618,,,,,"","SRID=4326;LINESTRING(-94.0383451133514 44.1837826724375,-94.0062091598246 44.1955485507297)"
6597,7830,28791,,,,,,,,1642.73288250285,,,,,"","SRID=4326;LINESTRING(-88.805514652887 30.8891210887291,-88.7947452482858 30.8756642386797)"
29838,3145,6302,,,,,,,,2256.70993764609,,,,,"","SRID=4326;LINESTRING(-90.1544814862487 35.0507823327589,-90.1420698770641 35.0724628926296)"
6831,23328,28887,230000,3,,,,,,9752.73509227281,,,,,"","SRID=4326;LINESTRING(-84.6091077391913 33.9453331970644,-84.7095001125769 33.9380386211285)"
31817,2833,8319,,,,,,,,146.62758763381,,,,,"","SRID=4326;LINESTRING(-121.204087123926 45.635540642861,-121.20365676794 45.6321987903295)"
14743,23190,23191,345000,3,,60,,,,454.434075772399,,,,,"","SRID=4326;LINESTRING(-94.6257397059212 32.0312342767082,-94.6264328459945 32.0352897716239)"
40785,19749,1312,,,,,,,,876.645102998699,,,,,"","SRID=4326;LINESTRING(-79.599640519874 45.0901763739977,-79.6036307742005 45.0985990216263)"
211,2290,29729,500000;66000;500000,3;6;6,2,60,,Southern California Edison,Mira Loma-Vincent,3188.575897942,,,,,"","SRID=4326;LINESTRING(-117.97974767585 34.1059473690947,-117.999087038622 34.0781968537344)"
13584,6624,22636,,,,,,,,11788.1734866187,,,,,"","SRID=4326;LINESTRING(-79.0498595657219 43.1461528341015,-79.1802710126356 43.1008219603192)"
26659,7465,19959,230000,3,,60,,,,9898.79928316793,,,,,"","SRID=4326;LINESTRING(-114.916314133069 36.3474872559931,-114.906995341492 36.4244243146212)"
29223,5411,5595,115000,,,,,,S-171,5997.96436450242,,,,,"","SRID=4326;LINESTRING(-71.5193220892279 41.8277341364612,-71.5269246502976 41.8814403852542)"
42008,3474,2586,500000,,,,Keystone to Yukon 500 kV transmission line,,5001,46417.3617540939,,,,,"","SRID=4326;LINESTRING(-79.345984427876 40.641575692321,-79.6618432388288 40.316621235968)"
6421,11956,28737,230000,3,,,,,,33979.8267571317,,,,,"","SRID=4326;LINESTRING(-81.7782878207513 26.719110544909,-81.9770231181914 26.9537879077537)"
7106,10021,29008,230000;230000;115000;230000;230000;115000,3;6;3;6,,60,,,,63141.6297515877,,,,,"","SRID=4326;LINESTRING(-81.0283174653481 33.3653182227812,-80.6206904010285 33.0642551452151)"
32133,29840,8640,,,,,,,,3134.03860239273,,,,,"","SRID=4326;LINESTRING(-93.9071136841572 45.3799431163749,-93.8811087347178 45.3806607096095)"
36274,10420,241,230000,3,,60,,,,38831.4514485956,,,,,"","SRID=4326;LINESTRING(-111.525544449318 33.0081859469065,-111.597773606317 33.3554132648379)"
929,8915,30037,230000,6;3,,,,,,306.058609250174,,,,,"","SRID=4326;LINESTRING(-84.8105944865266 34.1799934391647,-84.8090820165798 34.1838017636366)"
9855,21003,21004,345000,6,,60,Bixby - Kirk 345kV transmission line,AEP,,3596.31321791708,,,,,"","SRID=4326;LINESTRING(-82.654832989552 39.9844888678516,-82.6574576871491 39.9521492953543)"
8394,2481,20334,345000,3,,60,,,,867.220163540459,,,,,"","SRID=4326;LINESTRING(-87.273016815253 41.462453754594,-87.2653823762099 41.4557684002567)"
38188,3625,15636,230000,3,,,,,,78.2561989908074,,,,,"","SRID=4326;LINESTRING(-103.679424268552 40.2165276200162,-103.677396867971 40.2137414892259)"
8510,3124,20394,,,,,,,,4110.04344972921,,,,,"","SRID=4326;LINESTRING(-94.6340490941917 39.2620660137634,-94.649183399217 39.2819955565228)"
15408,22258,23514,,,,,,,,686.254579904303,,,,,"","SRID=4326;LINESTRING(-79.0149752511398 43.0824651569287,-79.0233600361703 43.0831742697563)"
24671,28934,27781,230000,6;3;3;3,1,60,,,,18.027878772646,,,,,"","SRID=4326;LINESTRING(-87.4244758850592 39.5278428303921,-87.4259920760261 39.528604870482)"
396,28511,29806,230000,3,,,,,,159046.440336702,,,,,"","SRID=4326;LINESTRING(-106.455537655284 30.1769962656501,-106.060447194894 28.8022258443022)"
15909,9729,23709,230000;115000,6,,60,,,,738.257868704854,,,,,"","SRID=4326;LINESTRING(-101.888461836099 33.4984335241152,-101.87909924113 33.4979235101543)"
33021,9603,9605,230000,3,,60,,,,85339.023326074,,,,,"","SRID=4326;LINESTRING(-114.028495911464 44.2951352091522,-113.336259188571 43.7829466632765)"
12317,22115,22116,,,,,,,,77.045116912073,,,,,"","SRID=4326;LINESTRING(-78.7306235192515 43.1625636050532,-78.7305503963873 43.1632681207525)"
13566,8248,22625,,,,,,,,4627.0732311378,,,,,"","SRID=4326;LINESTRING(-91.736266877215 41.9859332437455,-91.6935385462325 42.0076812666703)"
42613,145,3206,345000;138000,6,,60,,,,4670.19953768527,,,,,"","SRID=4326;LINESTRING(-84.2721195882136 39.3368843803585,-84.2835313864349 39.3768000225564)"
408,28563,29813,230000,3;6,,60,,,,1213.38244206932,,,,,"","SRID=4326;LINESTRING(-91.1123129625584 30.2782928478038,-91.1062866199294 30.2881306357696)"
41169,29500,560,500000,6;3,,,,,,16088.8267773639,,,,,"","SRID=4326;LINESTRING(-76.8491565656649 44.1496179859936,-77.0034547253495 44.2310611846818)"
37195,8,371,230000,6;3;3,,60,Sobrante - Standard Oil,PG&E,,30011.1996708432,,,,,"","SRID=4326;LINESTRING(-122.381119809529 37.9454452619012,-122.208309214617 37.9055194737463)"
15071,17730,23356,,3,,,,,,158.3435153965,,,,,"","SRID=4326;LINESTRING(-95.6125146113508 43.6454471177661,-95.6149353015469 43.6454455576627)"
15855,19166,23685,230000,3,,60,,,,72.856603982548,,,,,"","SRID=4326;LINESTRING(-122.762804811768 38.7429045636696,-122.763637909362 38.7427507704389)"
16590,24032,24033,230000,6,,60,,,,9165.75817860431,,,,,"","SRID=4326;LINESTRING(-111.438096793285 32.9759340007612,-111.437045225413 33.0585247194326)"
28994,5311,5347,500000,,,,Webre - Willow Glen 500kV transmission line,,,37908.9011944094,,,,,"","SRID=4326;LINESTRING(-91.4757311816311 30.4423934102885,-91.1816138022959 30.2456501076906)"
41444,22428,1998,230000,3;6,,60,,,,1360.84306925651,,,,,"","SRID=4326;LINESTRING(-77.4222631507112 37.0897721128366,-77.405945367809 37.0853552804314)"
4914,23715,28173,115000;230000,3,,60,,,,645.25776220342,,,,,"","SRID=4326;LINESTRING(-101.751149230773 35.2800308070429,-101.745308885202 35.2835124512539)"
28645,4945,4946,,6;3;3,1,,,,,3198.73821704364,,,,,"","SRID=4326;LINESTRING(-97.3475543518779 49.875774619847,-97.3328391809829 49.8997498606447)"
41514,3665,2068,,,,,,,,3176.59278766323,,,,,"","SRID=4326;LINESTRING(-85.4739970462174 38.738908593943,-85.4382910634938 38.7417446251383)"
31455,7989,7992,,,,,,,,455.294087915174,,,,,"","SRID=4326;LINESTRING(-81.9635543754144 33.3353853035739,-81.9604906712627 33.3303727348789)"
3869,2973,31246,230000,,,,South Akron - South Manheim 230kV transmission line;Brunner Island - South Manheim 230kV transmission line,,1084,17946.0315291793,,,,,"","SRID=4326;LINESTRING(-76.2067441924583 40.1420575565952,-76.3814074937299 40.1414459115556)"
37415,7654,14776,230000,3;6;3,,60,,Entergy,,38660.9034663736,,,,,"","SRID=4326;LINESTRING(-93.7378551084635 30.259695791373,-93.8792346347842 30.0244290854214)"
5719,4621,28519,120000,,,,,Hydro-Québec,,1914.65407066989,,,,,"","SRID=4326;LINESTRING(-73.8956638439104 45.285439043764,-73.9103454150794 45.3097671367903)"
6431,3316,28739,500000,3,,,,,,69675.048950074,,,,,"","SRID=4326;LINESTRING(-90.6441142948159 31.5243940427485,-91.0440287244501 32.0051621220385)"
21224,14252,26175,,,,,,,,1594.62261743468,,,,,"","SRID=4326;LINESTRING(-101.977875559124 36.7619564591512,-101.996284380112 36.7621031004477)"
28368,30899,4611,,,,,,,,29806.8286647615,,,,,"","SRID=4326;LINESTRING(-77.2296693027737 40.0003286310537,-77.5026612035146 40.0645200067111)"
29664,3327,6083,,,,,,,,3531.31171414346,,,,,"","SRID=4326;LINESTRING(-78.7627193900245 42.960402738861,-78.7546427678945 42.9920176509406)"
10727,21422,21427,,,,,,,,315.720803605267,,,,,"","SRID=4326;LINESTRING(-73.1521018643759 45.9756879949854,-73.1530959400693 45.978445318548)"
21390,3654,26246,,3,,,,,,7409.57546465014,,,,,"","SRID=4326;LINESTRING(-104.807476741156 40.4269732059079,-104.719547016688 40.4302496608891)"
40918,1476,1435,230000;115000;230000;115000,6;3;3,,,,,,3842.02213699519,,,,,"","SRID=4326;LINESTRING(-105.159088501524 39.7388517769478,-105.202872764085 39.7341440082757)"
32581,23466,9118,,,,,,,,16898.2587364382,,,,,"","SRID=4326;LINESTRING(-83.6963155652791 33.7001687603979,-83.84895890982 33.7599769294964)"
11369,18475,18447,,,,,,,,65437.8671415525,,,,,"","SRID=4326;LINESTRING(-96.066659879531 35.7547719972578,-96.3335498894321 35.815162991641)"
30230,1304,6775,230000,3,,60,Bison - Maurine 230kV;Bison - Hettinger 230kV,,,59561.1516566738,,,,,"","SRID=4326;LINESTRING(-102.619866799443 46.0327645594471,-102.66190869686 45.5299732628118)"
406,1461,29812,220000,6,,60,,Southern California Edison Company,,4744.43887060235,,,,,"","SRID=4326;LINESTRING(-117.98245220793 33.8089301485093,-117.928803789298 33.8070499657517)"
40770,1260,1295,,,,,,,,15680.9645127891,,,,,"","SRID=4326;LINESTRING(-94.8631390531854 38.9428244600656,-94.7599082650694 39.0104421039211)"
8008,12642,29358,500000,3;6;3;3;3;3;6,,,,,,25704.7066536731,,,,,"","SRID=4326;LINESTRING(-121.873188068194 47.493095064776,-122.188417873818 47.4687033088152)"
41463,29448,2011,115000,,,,,,,9563.57173346523,,,,,"","SRID=4326;LINESTRING(-71.3414183249983 42.9037509716039,-71.2371582913288 42.9364175648555)"
9587,20880,20881,,,,,,,,2091.81114202793,,,,,"","SRID=4326;LINESTRING(-78.8640042946592 36.094227509027,-78.8510496001154 36.1038858773543)"
13083,18630,18649,,,,,,,,2638.95454195769,,,,,"","SRID=4326;LINESTRING(-83.2071848693696 37.0448889762476,-83.1801958849735 37.0349909690273)"
23471,19938,19281,230000,3,,,Cherrywood to ? 230kV,Hydro One,M29C,26982.6417122543,,,,,"","SRID=4326;LINESTRING(-79.1223109020205 43.8717354712418,-78.8444190451717 43.9833359807166)"
36915,986,14320,735000,3,,60,HQ 7062,,7062,261910.582826049,,,,,"","SRID=4326;LINESTRING(-77.7384302454398 53.726171446627,-76.0549649840833 51.7097009545766)"
33546,10154,10155,230000,3,,60,,,,8950.46507418107,,,,,"","SRID=4326;LINESTRING(-85.3417471665401 32.7435602507459,-85.4247268175733 32.7862512642714)"
4454,1394,29545,500000,3,2,,,,,94765.6817146219,,,,,"","SRID=4326;LINESTRING(-115.0084800105 35.797323840918,-114.596838909898 35.1471188884204)"
26149,1102,18136,,,,,,,,24303.1972348288,,,,,"","SRID=4326;LINESTRING(-83.5445180358987 31.474949632497,-83.3556348836684 31.5997449698451)"
7778,1980,29276,345000,3,,60,Besicorp Empire – Reynolds Road 345 kV transmission line;Alps – Reynolds Road 345 kV transmission line,,1,12752.0095140538,,,,,"","SRID=4326;LINESTRING(-73.6874893917536 42.6727313725445,-73.7491336596206 42.6242594350554)"
16234,2042,23859,115000,3,,60,,,,2632.98560529209,,,,,"","SRID=4326;LINESTRING(-77.64767315781 36.4798462475522,-77.639056003679 36.4578218710481)"
4747,20790,28089,,,,,,,,408.67965967955,,,,,"","SRID=4326;LINESTRING(-72.5495011920051 46.3593734619167,-72.5455113093746 46.3552216283098)"
20130,25607,25677,,,,,,,,2365.08070625383,,,,,"","SRID=4326;LINESTRING(-75.3420923886114 40.6296177920218,-75.3365339729594 40.6454626683248)"
27256,2257,20252,345000,3,,60,Timber Swamp - Newington 345kV transmission line,,3135,1943.44847106206,,,,,"","SRID=4326;LINESTRING(-70.7924209639021 43.098105393534,-70.7913504979505 43.0834831590472)"
39597,30776,17106,220000,6,,60,,Southern California Edison,,3680.87687595328,,,,,"","SRID=4326;LINESTRING(-118.222146675141 33.8124960221609,-118.227347846144 33.7788211676029)"
32336,8850,8858,345000,3,,60,,,,109437.417784365,,,,,"","SRID=4326;LINESTRING(-98.0237208940355 28.73986134204,-97.6156124904306 27.8436555212115)"
36727,14137,14145,,,,,,,,9591.37996394473,,,,,"","SRID=4326;LINESTRING(-85.2250483704971 34.2796542865157,-85.3254236572248 34.2653254870881)"
12564,6010,22244,,,,,,,,1003.0908808115,,,,,"","SRID=4326;LINESTRING(-78.4760938653176 42.5093269562983,-78.4881895141398 42.5070969908555)"
29705,6132,6135,230000,,,,,,,9587.54577760974,,,,,"","SRID=4326;LINESTRING(-78.7063963602806 36.8661079996653,-78.7360114121055 36.8200294966929)"
40750,1275,1276,,,,,,,,71.3943305539071,,,,,"","SRID=4326;LINESTRING(-100.885123317773 48.0214875903969,-100.883861499899 48.0239075794037)"
13513,6969,22602,,,,,,,,2945.21706010714,,,,,"","SRID=4326;LINESTRING(-80.5982757057808 36.4806546234826,-80.6102360516926 36.4556614636257)"
31169,21546,7730,,6;12;6,,,,,,3741.47765566489,,,,,"","SRID=4326;LINESTRING(-119.671698146188 34.4546426774467,-119.685397194574 34.4230674284549)"
34957,12021,12022,,,,,,,,29844.9105641539,,,,,"","SRID=4326;LINESTRING(-83.2332830843299 43.6350564185029,-82.9901561739695 43.8106198013958)"
27460,3561,3562,230000,,,,230kV transmission line,,,12360.6629596662,,,,,"","SRID=4326;LINESTRING(-80.4088760314084 27.0339259209358,-80.503104610766 27.0391720186068)"
42315,2875,2876,230000,3,,,230kV Transmission Line,PJM,K-2237,3765.6815642272,,,,,"","SRID=4326;LINESTRING(-75.0692485539188 39.8275471275155,-75.0798551785325 39.8612517094441)"
16143,9929,23812,230000,3,,60,,Carolina Power & Light Company,,1770.08618591906,,,,,"","SRID=4326;LINESTRING(-79.8436585124687 34.5227353176196,-79.8404254876186 34.5062951879373)"
41420,1967,1969,230000,,,,,,,5863.81438310337,,,,,"","SRID=4326;LINESTRING(-77.4832319505774 38.304453832039,-77.4758735317248 38.2501620008322)"
28299,4477,4521,230000,,,,230kV transmission line;Peach Valley - Tiger 230kV transmission line,Duke,,15421.6130022924,,,,,"","SRID=4326;LINESTRING(-81.4335801581707 35.1573568007215,-81.5742812308328 35.0762964537514)"
33297,9903,9908,230000,3,,60,,,,13200.3146055585,,,,,"","SRID=4326;LINESTRING(-79.3545744354443 33.4049891975357,-79.245784884069 33.4831405783064)"
34298,11157,11158,,,,,,,,3563.47067429073,,,,,"","SRID=4326;LINESTRING(-85.6658497110714 42.8503460729252,-85.7075926558383 42.8540798489268)"
17403,2771,24407,,,,,,,,246.579874989023,,,,,"","SRID=4326;LINESTRING(-83.6426857136939 42.2643678944614,-83.6382011240981 42.2626809178656)"
28992,5308,5345,500000,,,,Daniel – McKnight 500 kV transmission line;Fancy Point to McKnight 500 kV transmission line,Entergy,,43810.461221155,,,,,"","SRID=4326;LINESTRING(-90.8794640804384 30.7498300167262,-91.33110102208 30.7452537205491)"
366,2754,29794,230000,6;3,,,,,,53653.8836959061,,,,,"","SRID=4326;LINESTRING(-120.126128239409 36.1405189827016,-120.4789239936 36.5320979069362)"
14469,8124,23064,345000,3,2,60,,,,59215.4773951765,,,,,"","SRID=4326;LINESTRING(-91.5345512591797 39.3105930135055,-91.5970240012643 39.834932264937)"
7151,28184,29026,230000,3,,,,,,12951.3650796671,,,,,"","SRID=4326;LINESTRING(-61.2383525201406 45.6708838753559,-61.4009850233807 45.6574943014314)"
19579,25212,25379,,,,,,,,6801.68822720027,,,,,"","SRID=4326;LINESTRING(-79.9269934366033 43.2046042156648,-79.8475087934654 43.1854444820513)"
9919,20971,21037,,,,,,,,39427.5073233543,,,,,"","SRID=4326;LINESTRING(-71.1759357102517 46.9368519642396,-70.8268035886166 47.1704598616481)"
9170,20312,20673,500000,3,,,,,,238.136694716761,,,,,"","SRID=4326;LINESTRING(-115.572760064919 47.4551066102676,-115.569715315095 47.4557191814653)"
912,1521,30029,500000,3,3,,Washington Loop,,,63520.2503560359,,,,,"","SRID=4326;LINESTRING(-76.4442466073095 38.4327619763703,-76.6048512613032 38.9401926124144)"
25360,541,19351,230000,6,2,,,SMUD,Campbell-Hedge/Cordova-Pocket,1143.71226146082,,,,,"","SRID=4326;LINESTRING(-121.463940549573 38.5085722723523,-121.473504627431 38.5049647119898)"
36947,22344,317,230000,6,1,60,,Pacific Gas & Electric,Rio Oso-Lockeford/Brighton-Bellota;Rio Oso - Lockeford/Rio Oso-Brighton,54780.5400046858,,,,,"","SRID=4326;LINESTRING(-121.088982746357 38.1216816597277,-121.407780047579 38.5481862584901)"
31373,649,7919,230000,3,,60,,,,25840.4460047564,,,,,"","SRID=4326;LINESTRING(-119.782646891876 46.620499441875,-120.06121449925 46.5175436108809)"
7799,355,29285,230000,3;6;6;3;3;6,2;1;1;1;1,60,,WAPA,O'Banion-Elverta,42438.1923893722,,,,,"","SRID=4326;LINESTRING(-121.723120895222 39.0239330051336,-121.478420819158 38.7135681445874)"
13975,7632,22832,345000,3,,60,,,,622.496863982036,,,,,"","SRID=4326;LINESTRING(-95.9474241664686 35.989015876688,-95.9403930425213 35.9846737605214)"
16150,9949,23815,230000,3,,60,,,,20345.0011284611,,,,,"","SRID=4326;LINESTRING(-80.4681680766447 33.4627903946293,-80.4027670825532 33.6216629870912)"
22947,15915,27015,,,,,,,,8433.77919621531,,,,,"","SRID=4326;LINESTRING(-96.9143071427761 19.430836686733,-96.9276724418145 19.504182721938)"
18539,24042,24893,,,,,,,,5060.79302111086,,,,,"","SRID=4326;LINESTRING(-83.053583466074 42.6549721585801,-83.0416817767062 42.6110506108719)"
31764,23566,8297,230000,6;3;3,,,,,,5633.49822606924,,,,,"","SRID=4326;LINESTRING(-84.2964102075017 33.4845328764123,-84.3120677640746 33.5349155239662)"
35183,23918,12340,,3,,,,,,4077.60441267555,,,,,"","SRID=4326;LINESTRING(-93.2536214999221 44.3705095571412,-93.3045609621815 44.3711329804371)"
9941,7101,21049,345000,3,2,60,,,,158412.930279784,,,,,"","SRID=4326;LINESTRING(-109.172336914254 32.9668759419813,-108.963581611469 34.2995985038786)"
611,21610,29903,,,,,,,,4021.1618474841,,,,,"","SRID=4326;LINESTRING(-77.6507993200622 43.0993895735793,-77.6633008839104 43.0674997541238)"
15496,19065,23553,,,,,,,,278.010704256343,,,,,"","SRID=4326;LINESTRING(-93.4360502898428 45.1307580622828,-93.4393029098235 45.1297479135734)"
